r,n,s,S,c
2798783,22,13,21,2127727
2799055,23,13,22,1063967
2799103,23,13,22,1063985
2799151,24,14,23,1596005
2799487,24,14,23,1596197
2800239,23,13,22,1064417
2800255,23,13,22,1064423
2800335,22,13,21,2128907
2800703,22,12,21,709729
2800767,22,12,21,709745
2801023,23,12,22,354905
2801343,22,12,21,709891
2801407,24,14,23,1597291
2801471,22,13,21,2129771
2801535,22,13,21,2129819
2801711,24,14,23,1597465
2801791,23,13,22,1065007
2802111,22,13,21,2130257
2802431,24,13,23,532625
2802671,22,13,21,2130683
2802943,24,14,23,1598167
2803135,22,12,21,710345
2803167,24,13,23,532765
2803199,24,13,23,532771
2803327,22,13,21,2131181
2803439,22,13,21,2131267
2803775,23,13,22,1065761
2804335,24,13,23,532987
2804767,24,13,23,533069
2804975,23,13,22,1066217
2805439,22,12,21,710929
2805791,22,13,21,2133055
2806079,24,14,23,1599955
2806479,23,13,22,1066789
2806527,23,13,22,1066807
2806975,22,13,21,2133955
2807231,22,12,21,711383
2807247,23,13,22,1067081
2807295,23,13,22,1067099
2807679,23,13,22,1067245
2807871,24,13,23,533659
2808431,23,13,22,1067531
2808447,23,13,22,1067537
2808527,24,14,23,1601351
2808575,22,13,21,2135171
2808703,24,10,23,19771
2808863,24,14,23,1601543
2808943,22,12,21,711817
2809071,24,13,23,533887
2809135,22,13,21,2135597
2809311,22,13,21,2135731
2809839,24,9,23,6593
2809903,22,13,21,2136181
2810367,22,13,21,2136533
2811263,24,14,23,1602911
2811343,24,13,23,534319
2812367,24,14,23,1603541
2812623,22,13,21,2138249
2812671,22,13,21,2138285
2812863,22,13,21,2138431
2813167,23,13,22,1069331
2813375,24,12,23,178235
2813391,22,13,21,2138833
2813599,24,14,23,1604243
2813631,22,12,21,713005
2813999,22,13,21,2139295
2814255,23,13,22,1069745
2814463,22,13,21,2139647
2814511,24,12,23,178307
2814575,22,13,21,2139733
2814623,22,13,21,2139769
2814655,22,13,21,2139793
2814911,24,13,23,534997
2815087,23,12,22,356687
2815167,22,13,21,2140183
2815279,24,13,23,535067
2815487,23,13,22,1070213
2815743,24,12,23,178385
2815855,23,13,22,1070353
2816767,24,14,23,1606049
2817055,23,13,22,1070809
2817183,22,12,21,713905
2817279,24,13,23,535447
2817503,22,13,21,2141959
2817567,22,13,21,2142007
2818159,22,13,21,2142457
2818543,22,13,21,2142749
2818559,22,13,21,2142761
2818719,22,13,21,2142883
2818943,22,11,21,238117
2819327,22,13,21,2143345
2819839,23,12,22,357289
2820863,22,13,21,2144513
2821119,22,13,21,2144707
2821359,23,13,22,1072445
2821375,23,13,22,1072451
2821423,22,13,21,2144939
2821663,24,14,23,1608841
2821871,22,12,21,715093
2821999,22,13,21,2145377
2822191,22,13,21,2145523
2822255,22,13,21,2145571
2822447,23,13,22,1072859
2822687,24,12,23,178825
2822767,22,13,21,2145961
2822815,22,13,21,2145997
2823327,23,12,22,357731
2823839,22,13,21,2146775
2823887,24,12,23,178901
2824223,22,9,21,26507
2825711,24,14,23,1611149
2825887,24,13,23,537083
2825967,24,14,23,1611295
2826223,24,11,23,59683
2826399,24,14,23,1611541
2826559,22,12,21,716281
2826735,22,13,21,2148977
2826879,23,12,22,358181
2827199,24,14,23,1611997
2827231,23,13,22,1074677
2827263,23,13,22,1074689
2827519,22,13,21,2149573
2827935,22,13,21,2149889
2828015,23,12,22,358325
2828527,22,13,21,2150339
2828751,24,14,23,1612883
2828911,22,9,21,26551
2828927,22,12,21,716881
2828959,24,13,23,537667
2829983,23,13,22,1075723
2830239,22,13,21,2151641
2830367,23,10,22,39847
2830527,24,13,23,537965
2831839,24,14,23,1614643
2831871,24,14,23,1614661
2831919,23,13,22,1076459
2832415,22,11,21,239255
2832623,22,13,21,2153453
2832703,23,12,22,358919
2833007,22,11,21,239305
2833023,22,12,21,717919
2834159,22,12,21,718207
2834671,23,13,22,1077505
2835423,23,13,22,1077791
2835839,23,13,22,1077949
2835935,22,12,21,718657
2835967,22,11,21,239555
2836127,22,13,21,2156117
2836927,22,13,21,2156725
2837103,22,11,21,239651
2837119,22,12,21,718957
2837359,23,12,22,359509
2837695,22,11,21,239701
2837711,23,13,22,1078661
2837743,24,14,23,1618009
2837967,24,9,23,6659
2837999,24,12,23,179795
2838063,22,13,21,2157589
2838223,24,14,23,1618283
2838767,24,13,23,539531
2839167,24,12,23,179869
2839279,22,13,21,2158513
2839743,23,10,22,39979
2839935,24,13,23,539753
2839967,24,13,23,539759
2840015,22,11,21,239897
2840063,22,10,21,79967
2840223,24,14,23,1619423
2840607,22,11,21,239947
2840815,22,13,21,2159681
2841023,22,13,21,2159839
2841295,23,13,22,1080023
2841327,23,13,22,1080035
2841567,22,13,21,2160253
2841727,23,13,22,1080187
2842079,23,12,22,360107
2842159,22,13,21,2160703
2842623,22,13,21,2161055
2842671,24,12,23,180091
2842847,23,13,22,1080613
2843039,24,13,23,540343
2843071,24,13,23,540349
2843295,23,9,22,13343
2843327,24,14,23,1621193
2843375,22,13,21,2161627
2843391,22,13,21,2161639
2843615,23,13,22,1080905
2844031,23,13,22,1081063
2844111,22,10,21,80081
2845295,22,11,21,240343
2845503,22,13,21,2163245
2845551,23,12,22,360547
2845631,23,12,22,360557
2845679,22,13,21,2163379
2846015,23,13,22,1081817
2846255,22,13,21,2163817
2846767,23,12,22,360701
2846831,24,14,23,1623191
2847167,23,13,22,1082255
2847711,24,13,23,541231
2847967,24,14,23,1623839
2848223,22,12,21,721771
2848303,23,13,22,1082687
2848767,23,13,22,1082863
2848991,22,13,21,2165897
2849487,23,13,22,1083137
2849535,23,13,22,1083155
2849599,22,13,21,2166359
2849855,23,13,22,1083277
2849903,23,13,22,1083295
2849919,23,13,22,1083301
2850031,22,11,21,240743
2850175,22,13,21,2166797
2850431,22,13,21,2166991
2851487,23,11,22,120433
2851583,22,13,21,2167867
2851743,22,12,21,722663
2851823,23,13,22,1084025
2852335,22,12,21,722813
2852479,24,13,23,542137
2852735,22,13,21,2168743
2853311,22,13,21,2169181
2853343,22,13,21,2169205
2853871,24,14,23,1627205
2854095,24,14,23,1627333
2854143,22,12,21,723271
2854335,22,13,21,2169959
2854351,24,11,23,60277
2854607,24,14,23,1627625
2855071,24,14,23,1627889
2855327,24,14,23,1628035
2855391,23,13,22,1085381
2855631,22,13,21,2170945
2855807,24,14,23,1628309
2856383,24,13,23,542879
2856815,22,13,21,2171845
2856831,22,13,21,2171857
2856959,23,13,22,1085977
2857007,22,12,21,723997
2857023,22,12,21,724001
2857407,24,14,23,1629221
2857439,22,13,21,2172319
2857679,23,13,22,1086251
2857791,22,13,21,2172587
2857919,24,12,23,181057
2858047,23,13,22,1086391
2858095,23,13,22,1086409
2858367,22,13,21,2173025
2858687,24,13,23,543317
2859567,22,13,21,2173937
2859679,23,11,22,120779
2859711,23,12,22,362341
2859775,22,13,21,2174095
2859935,22,12,21,724739
2859999,24,14,23,1630699
2860015,23,13,22,1087139
2860063,23,13,22,1087157
2860511,24,14,23,1630991
2860911,22,13,21,2174959
2861759,22,12,21,725201
2862047,23,8,22,4477
2862111,22,13,21,2175871
2862335,22,12,21,725347
2862367,22,6,21,995
2862527,22,13,21,2176187
2862799,23,13,22,1088197
2862847,23,13,22,1088215
2863215,23,12,22,362785
2863599,23,13,22,1088501
2863663,22,13,21,2177051
2864239,22,13,21,2177489
2864287,22,13,21,2177525
2864351,24,14,23,1633181
2864831,22,13,21,2177939
2864895,22,13,21,2177987
2865007,22,13,21,2178073
2865023,22,13,21,2178085
2865119,24,14,23,1633619
2865199,22,12,21,726073
2865279,22,10,21,80677
2865647,22,13,21,2178559
2865919,23,13,22,1089383
2866207,22,13,21,2178985
2866719,23,12,22,363229
2866735,23,9,22,13453
2866895,24,13,23,544877
2867951,24,14,23,1635233
2868191,22,10,21,80759
2868223,22,12,21,726839
2868383,22,13,21,2180639
2868783,22,11,21,242327
2868943,22,13,21,2181065
2868991,22,13,21,2181101
2869359,22,12,21,727127
2869375,22,11,21,242377
2869743,22,13,21,2181673
2869951,22,12,21,727277
2869967,24,13,23,545461
2870271,23,12,22,363679
2870575,23,13,22,1091153
2870719,24,14,23,1636811
2870831,24,11,23,60625
2871039,23,13,22,1091329
2871071,22,12,21,727561
2871199,24,13,23,545695
2871407,23,12,22,363823
2871743,22,9,21,26953
2871807,23,13,22,1091621
2871855,22,13,21,2183279
2872431,22,13,21,2183717
2872479,22,13,21,2183753
2873039,22,13,21,2184179
2873279,24,14,23,1638271
2873311,23,13,22,1092193
2873663,22,13,21,2184653
2873791,23,11,22,121375
2873823,24,14,23,1638581
2873839,22,13,21,2184787
2873855,24,14,23,1638599
2874143,23,13,22,1092509
2874335,24,10,23,20233
2874399,22,13,21,2185213
2874527,23,13,22,1092655
2874559,24,14,23,1639001
2874927,23,11,22,121423
2875199,22,11,21,242869
2875295,23,13,22,1092947
2875839,22,11,21,242923
2876111,23,8,22,4499
2876415,22,12,21,728915
2877183,22,13,21,2187329
2877599,22,12,21,729215
2877759,22,13,21,2187767
2877935,22,13,21,2187901
2878447,23,12,22,364715
2878767,23,13,22,1094267
2878783,24,14,23,1641409
2879007,24,12,23,182393
2879215,23,13,22,1094437
2879263,22,12,21,729637
2879343,24,13,23,547243
2879903,22,12,21,729799
2879935,22,11,21,243269
2880127,22,13,21,2189567
2881231,22,13,21,2190407
2881743,24,13,23,547699
2881855,22,13,21,2190881
2882255,22,10,21,81155
2882687,24,14,23,1643635
2883119,23,11,22,121769
2883311,24,13,23,547997
2883743,24,12,23,182693
2883807,22,13,21,2192365
2883823,24,14,23,1644283
2883903,23,13,22,1096219
2884351,23,10,22,40607
2884591,22,12,21,730987
2885023,24,14,23,1644967
2885055,24,14,23,1644985
2885071,24,14,23,1644995
2885279,24,13,23,548371
2885487,23,9,22,13541
2885503,23,12,22,365609
2885535,22,13,21,2193679
2886047,24,12,23,182839
2886095,24,14,23,1645579
2886127,22,13,21,2194129
2887151,22,13,21,2194907
2887887,22,13,21,2195467
2888127,22,11,21,243961
2888159,24,14,23,1646755
2888319,22,13,21,2195795
2889087,22,13,21,2196379
2889119,22,13,21,2196403
2889583,24,11,23,61021
2890207,24,14,23,1647923
2890479,22,12,21,732479
2891247,22,13,21,2198021
2891999,22,13,21,2198593
2892831,22,12,21,733075
2893215,22,13,21,2199517
2893279,23,13,22,1099783
2893679,23,11,22,122215
2893695,23,12,22,366647
2893727,22,13,21,2199907
2894287,22,13,21,2200333
2894575,22,12,21,733517
2894591,22,11,21,244507
2894655,24,13,23,550153
2894879,23,12,22,366797
2895087,24,13,23,550235
2895167,22,12,21,733667
2895343,22,13,21,2201135
2896111,24,14,23,1651289
2896367,24,14,23,1651435
2896543,22,13,21,2202047
2896767,24,14,23,1651663
2896831,23,13,22,1101133
2897343,22,13,21,2202655
2899247,22,12,21,734701
2899263,22,12,21,734705
2899647,22,13,21,2204407
2899839,22,12,21,734851
2899871,22,9,21,27217
2900191,22,13,21,2204821
2900927,24,13,23,551345
2901487,23,13,22,1102903
2901871,23,11,22,122561
2901919,24,14,23,1654601
2902495,24,12,23,183881
2902687,24,14,23,1655039
2902767,22,12,21,735593
2902975,22,13,21,2206937
2903071,23,12,22,367835
2903151,22,13,21,2207071
2903343,22,12,21,735739
2903743,22,13,21,2207521
2903807,24,14,23,1655677
2903967,22,11,21,245299
2904287,22,13,21,2207935
2904543,22,12,21,736043
2904575,22,12,21,736051
2905119,22,12,21,736189
2905567,24,13,23,552227
2906175,23,13,22,1104685
2906223,24,14,23,1657055
2906607,23,11,22,122761
2906911,24,14,23,1657447
2907071,22,13,21,2210051
2907439,22,12,21,736777
2907455,22,12,21,736781
2907839,22,13,21,2210635
2907903,22,13,21,2210683
2908031,22,12,21,736927
2908063,22,11,21,245645
2908639,22,12,21,737081
2908655,22,11,21,245695
2908863,22,13,21,2211413
2908991,22,13,21,2211511
2909311,23,13,22,1105877
2909439,22,13,21,2211851
2909679,23,13,22,1106017
2910447,24,14,23,1659463
2910703,24,10,23,20489
2910847,24,14,23,1659691
2910911,23,13,22,1106485
2911951,24,14,23,1660321
2912367,22,13,21,2214077
2912479,22,13,21,2214163
2912767,22,12,21,738127
2912799,23,13,22,1107203
2912959,22,13,21,2214527
2913583,23,12,22,369167
2913951,22,12,21,738427
2913983,23,13,22,1107653
2914367,23,13,22,1107799
2914687,22,13,21,2215841
2915007,24,13,23,554021
2915263,22,13,21,2216279
2915487,22,13,21,2216449
2915519,24,14,23,1662355
2915871,22,13,21,2216741
2916031,24,14,23,1662647
2916047,22,13,21,2216875
2916255,22,11,21,246337
2916335,23,13,22,1108547
2916799,24,14,23,1663085
2916831,22,12,21,739157
2916911,24,13,23,554383
2917375,24,13,23,554471
2917535,23,13,22,1109003
2917631,24,14,23,1663559
2917935,23,13,22,1109155
2918047,22,12,21,739465
2918399,24,14,23,1663997
2918623,22,8,21,9131
2918639,22,12,21,739615
2918943,24,7,23,761
2919103,23,13,22,1109599
2919423,22,13,21,2219441
2919535,24,14,23,1664645
2919983,22,13,21,2219867
2920143,22,13,21,2219989
2920175,22,13,21,2220013
2920191,22,13,21,2220025
2920559,22,13,21,2220305
2920671,24,14,23,1665293
2921151,22,13,21,2220755
2921439,24,14,23,1665731
2921503,24,14,23,1665767
2921727,22,13,21,2221193
2921775,23,12,22,370205
2921855,23,10,22,41135
2922143,22,12,21,740503
2922175,23,13,22,1110767
2922463,22,13,21,2221753
2922703,22,12,21,740645
2922735,22,12,21,740653
2922943,22,13,21,2222117
2923055,22,13,21,2222203
2923295,22,12,21,740795
2923679,22,13,21,2222677
2924063,22,13,21,2222969
2924191,23,12,22,370511
2924239,24,14,23,1667327
2924575,23,13,22,1111679
2924863,22,13,21,2223577
2924959,23,13,22,1111825
2924991,23,13,22,1111837
2925183,24,13,23,555955
2925695,24,14,23,1668157
2925951,24,11,23,61789
2926287,24,13,23,556165
2926319,24,13,23,556171
2926751,24,13,23,556253
2926831,22,12,21,741691
2926911,23,13,22,1112567
2927231,22,13,21,2225377
2927311,24,14,23,1669079
2927343,24,14,23,1669097
2927391,22,12,21,741833
2927775,24,14,23,1669343
2928127,23,13,22,1113029
2928287,24,12,23,185515
2928319,24,9,23,6871
2928847,24,14,23,1669955
2928879,23,12,22,371105
2929055,24,13,23,556691
2929887,22,13,21,2227397
2930655,22,13,21,2227981
2930719,22,13,21,2228029
2930895,22,12,21,742721
2930911,22,10,21,82525
2930943,22,12,21,742733
2931311,22,13,21,2228479
2931327,22,13,21,2228491
2931711,24,14,23,1671587
2932095,22,11,21,247675
2932415,23,11,22,123851
2932479,24,14,23,1672025
2933055,22,13,21,2229805
2934239,22,13,21,2230705
2934271,22,13,21,2230729
2935199,22,13,21,2231435
2935407,22,13,21,2231593
2935423,22,13,21,2231605
2935583,22,12,21,743909
2935791,22,13,21,2231885
2935919,23,10,22,41333
2936559,22,13,21,2232469
2936687,24,14,23,1674425
2937039,23,12,22,372139
2937087,23,12,22,372145
2937151,24,14,23,1674689
2937375,22,9,21,27569
2937583,22,13,21,2233247
2937791,22,13,21,2233405
2938319,22,13,21,2233807
2938735,22,13,21,2234123
2938943,24,14,23,1675711
2939519,22,13,21,2234719
2939631,24,13,23,558701
2939887,22,13,21,2234999
2940031,24,12,23,186259
2940143,24,14,23,1676395
2940319,22,12,21,745109
2940975,23,13,22,1117913
2941167,24,12,23,186331
2941679,22,13,21,2236361
2941823,24,14,23,1677353
2942191,23,13,22,1118375
2942367,24,12,23,186407
2942415,24,14,23,1677691
2942591,23,13,22,1118527
2942623,24,14,23,1677809
2942703,24,13,23,559285
2943391,22,13,21,2237663
2943935,24,13,23,559519
2944239,22,13,21,2238307
2944447,24,14,23,1678849
2944463,23,13,22,1119239
2944703,24,11,23,62185
2944927,24,14,23,1679123
2945071,24,13,23,559735
2945279,23,12,22,373183
2945567,22,11,21,248813
2945583,24,14,23,1679497
2945695,23,13,22,1119707
2945983,22,13,21,2239633
2946079,23,13,22,1119853
2946159,22,11,21,248863
2946175,22,12,21,746593
2946815,24,14,23,1680199
2947695,24,14,23,1680701
2947711,22,13,21,2240947
2948079,22,13,21,2241227
2948335,22,13,21,2241421
2948351,22,13,21,2241433
2948575,24,13,23,560401
2949167,23,13,22,1121027
2950303,22,10,21,83071
2950399,23,13,22,1121495
2950623,22,13,21,2243161
2950783,23,13,22,1121641
2951231,22,13,21,2243623
2951647,22,13,21,2243939
2952447,22,13,21,2244547
2952511,24,13,23,561149
2952639,22,12,21,748231
2952911,24,12,23,187075
2953119,23,13,22,1122529
2953759,22,11,21,249505
2954175,22,13,21,2245861
2954271,23,13,22,1122967
2954399,22,11,21,249559
2954959,24,14,23,1684843
2955007,22,12,21,748831
2955135,24,14,23,1684943
2955311,22,13,21,2246725
2955743,22,13,21,2247053
2955775,22,13,21,2247077
2956159,22,12,21,749123
2956543,22,13,21,2247661
2957039,24,14,23,1686029
2958271,24,14,23,1686731
2958591,23,13,22,1124609
2958655,22,13,21,2249267
2959103,22,12,21,749869
2959423,22,13,21,2249851
2959487,22,13,21,2249899
2959679,22,10,21,83335
2960319,24,13,23,562633
2960383,24,13,23,562645
2960575,24,14,23,1688045
2960639,22,13,21,2250775
2960895,24,14,23,1688227
2961343,24,14,23,1688483
2961455,24,13,23,562849
2961711,24,14,23,1688693
2961887,24,13,23,562931
2962431,24,14,23,1689103
2962479,24,14,23,1689131
2962911,24,14,23,1689377
2962943,24,14,23,1689395
2963199,22,12,21,750907
2963567,24,14,23,1689751
2963711,24,14,23,1689833
2963775,22,11,21,250351
2964079,24,14,23,1690043
2964511,24,14,23,1690289
2964735,22,13,21,2253889
2965231,23,11,22,125237
2965487,22,12,21,751487
2965535,22,12,21,751499
2965567,23,13,22,1127261
2966783,23,13,22,1127723
2967087,22,13,21,2255677
2967279,22,10,21,83549
2968191,24,11,23,62681
2968783,22,13,21,2256967
2969071,24,14,23,1692889
2969135,23,13,22,1128617
2969375,22,13,21,2257417
2970239,22,11,21,250897
2970303,23,13,22,1129061
2971087,24,14,23,1694039
2971583,22,13,21,2259095
2971855,23,13,22,1129651
2972095,24,13,23,564871
2972287,23,10,22,41845
2973087,24,14,23,1695179
2973183,22,12,21,753437
2973231,24,13,23,565087
2973727,22,12,21,753575
2973743,24,14,23,1695553
2974111,22,13,21,2261017
2974143,22,13,21,2261041
2975231,24,12,23,188489
2975391,23,13,22,1130995
2975519,22,7,21,3103
2975855,24,14,23,1696757
2976207,22,13,21,2262611
2976511,24,14,23,1697131
2977279,22,12,21,754475
2977391,22,13,21,2263511
2977727,23,13,22,1131883
2977983,22,13,21,2263961
2978239,22,13,21,2264155
2978543,23,13,22,1132193
2979039,24,13,23,566191
2979071,24,13,23,566197
2979279,23,12,22,377491
2979295,23,11,22,125831
2979359,22,13,21,2265007
2979871,24,12,23,188783
2979951,22,13,21,2265457
2980047,23,13,22,1132765
2980079,23,13,22,1132777
2980639,24,13,23,566495
2981343,22,10,21,83945
2981535,22,13,21,2266661
2981567,22,13,21,2266685
2981935,22,11,21,251885
2981951,24,14,23,1700233
2982895,22,13,21,2267695
2983327,22,13,21,2268023
2983551,24,14,23,1701145
2983807,24,13,23,567097
2983935,22,13,21,2268485
2984063,24,14,23,1701437
2984767,23,13,22,1134559
2984815,22,12,21,756385
2984831,24,14,23,1701875
2985087,22,13,21,2269361
2985167,24,14,23,1702067
2985455,22,12,21,756547
2985583,22,13,21,2269739
2986031,22,10,21,84077
2986143,24,13,23,567541
2986191,22,13,21,2270201
2986223,22,13,21,2270225
2986399,24,14,23,1702769
2986783,22,13,21,2270651
2987135,23,13,22,1135459
2987247,22,12,21,757001
2987471,23,12,22,378529
2987551,22,13,21,2271235
2987567,24,14,23,1703435
2987887,23,13,22,1135745
2987903,23,13,22,1135751
2988079,24,11,23,63101
2988991,22,11,21,252481
2989551,22,12,21,757585
2990191,24,14,23,1704931
2990911,22,13,21,2273789
2991087,22,13,21,2273923
2991135,22,13,21,2273959
2991343,22,12,21,758039
2991359,22,10,21,84227
2991519,22,13,21,2274251
2991983,24,13,23,568651
2992607,23,13,22,1137539
2993183,24,13,23,568879
2993407,23,11,22,126427
2993615,22,12,21,758615
2993951,24,9,23,7025
2994383,22,13,21,2276429
2995327,23,13,22,1138573
2995647,22,13,21,2277389
2996095,23,13,22,1138865
2996975,22,13,21,2278399
2997055,24,13,23,569615
2997279,23,13,22,1139315
2997375,22,13,21,2278703
2997407,22,13,21,2278727
2997487,24,12,23,189899
2997551,22,13,21,2278837
2997695,23,13,22,1139473
2997743,22,12,21,759661
2998079,24,14,23,1709429
2998143,22,13,21,2279287
2998767,22,13,21,2279761
2998783,22,13,21,2279773
2998831,23,13,22,1139905
2998943,22,12,21,759965
2998975,22,12,21,759973
2999023,24,13,23,569989
2999199,23,12,22,380015
2999279,22,13,21,2280151
2999711,24,14,23,1710359
2999935,22,13,21,2280649
3000447,24,14,23,1710779
3001551,23,10,22,42257
3001647,22,13,21,2281951
3001663,22,13,21,2281963
3002271,22,13,21,2282425
3002879,22,13,21,2282887
3003071,22,12,21,761011
3003263,22,13,21,2283179
3003839,22,13,21,2283617
3004031,22,13,21,2283763
3004287,23,13,22,1141979
3004895,24,13,23,571105
3004975,22,13,21,2284481
3005183,24,14,23,1713479
3005471,23,13,22,1142429
3005743,22,13,21,2285065
3005983,22,12,21,761749
3006367,22,13,21,2285539
3006783,22,13,21,2285855
3006975,22,13,21,2286001
3007167,22,12,21,762049
3007807,23,13,22,1143317
3008207,23,13,22,1143469
3008639,23,12,22,381211
3009839,22,13,21,2288179
3009855,24,14,23,1716143
3010079,24,14,23,1716271
3010335,24,11,23,63571
3010671,22,12,21,762937
3010975,23,11,22,127169
3011039,22,13,21,2289091
3011071,22,13,21,2289115
3011311,24,14,23,1716973
3011807,22,12,21,763225
3012047,24,14,23,1717393
3012127,23,12,22,381653
3012223,24,14,23,1717493
3012735,24,12,23,190865
3012815,24,14,23,1717831
3012991,22,12,21,763525
3013311,23,12,22,381803
3013663,23,13,22,1145543
3014015,24,14,23,1718515
3014639,24,13,23,572957
3014815,24,14,23,1718971
3015167,22,13,21,2292229
3015359,24,14,23,1719281
3015551,22,13,21,2292521
3015647,23,12,22,382099
3015679,23,12,22,382103
3015999,23,13,22,1146431
3016063,23,13,22,1146455
3016351,22,13,21,2293129
3016447,23,13,22,1146601
3016815,23,12,22,382247
3016863,23,12,22,382253
3017119,22,11,21,254857
3017663,24,14,23,1720595
3018031,22,13,21,2294407
3018271,22,12,21,764863
3018495,24,14,23,1721069
3018751,24,14,23,1721215
3018783,23,13,22,1147489
3018911,22,12,21,765025
3019199,24,14,23,1721471
3019231,24,14,23,1721489
3019823,24,14,23,1721827
3020447,22,13,21,2296243
3020767,24,14,23,1722365
3021039,22,13,21,2296693
3021055,24,14,23,1722529
3021183,22,12,21,765601
3021503,23,12,22,382841
3021791,22,12,21,765755
3021807,22,11,21,255253
3022015,22,13,21,2297435
3022303,24,14,23,1723241
3022335,23,13,22,1148839
3022383,22,12,21,765905
3022719,23,9,22,14185
3022783,22,13,21,2298019
3022879,24,13,23,574523
3023855,23,10,22,42571
3024383,22,13,21,2299235
3024767,22,11,21,255503
3025055,23,12,22,383291
3025135,22,13,21,2299807
3025359,23,13,22,1149989
3025727,22,13,21,2300257
3026591,23,13,22,1150457
3026879,22,13,21,2301133
3027183,24,13,23,575341
3027391,23,12,22,383587
3027439,24,14,23,1726169
3028159,23,13,22,1151053
3028431,22,13,21,2302313
3028479,22,13,21,2302349
3028863,22,10,21,85283
3029023,22,13,21,2302763
3029615,22,13,21,2303213
3029711,23,12,22,383881
3029743,23,12,22,383885
3029791,22,13,21,2303347
3029983,22,12,21,767831
3030127,23,13,22,1151801
3030431,24,14,23,1727875
3030687,24,13,23,576007
3030719,24,13,23,576013
3030911,23,11,22,128011
3030975,24,14,23,1728185
3031199,22,12,21,768139
3031279,23,13,22,1152239
3031807,22,12,21,768293
3032527,22,13,21,2305427
3032575,22,13,21,2305463
3032735,22,13,21,2305585
3033567,24,14,23,1729663
3033711,22,13,21,2306327
3033919,22,13,21,2306485
3033967,23,13,22,1153261
3034111,24,14,23,1729973
3034143,22,11,21,256295
3034303,22,13,21,2306777
3034431,23,12,22,384479
3034623,24,13,23,576755
3034815,23,13,22,1153583
3035071,22,13,21,2307361
3035327,24,13,23,576889
3035855,22,12,21,769319
3035935,23,13,22,1154009
3036191,24,11,23,64117
3036207,22,13,21,2308225
3036415,24,14,23,1731287
3036463,22,9,21,28499
3036623,22,13,21,2308541
3036799,23,12,22,384779
3037215,22,13,21,2308991
3037423,22,13,21,2309149
3037983,24,14,23,1732181
3038239,22,10,21,85547
3038335,23,13,22,1154921
3038447,22,13,21,2309927
3038463,22,13,21,2309939
3039103,23,11,22,128357
3039791,22,13,21,2310949
3040063,24,13,23,577789
3040383,22,13,21,2311399
3040495,24,13,23,577871
3040575,22,12,21,770515
3041135,22,12,21,770657
3041343,22,13,21,2312129
3041487,24,14,23,1734179
3041519,24,14,23,1734197
3041535,22,13,21,2312275
3041903,22,13,21,2312555
3042031,24,12,23,192721
3042111,22,13,21,2312713
3042159,23,13,22,1156375
3042463,24,13,23,578245
3042607,23,10,22,42835
3042767,24,13,23,578303
3042799,24,13,23,578309
3043487,24,14,23,1735319
3043807,23,12,22,385667
3043823,23,12,22,385669
3043839,23,11,22,128557
3043871,22,13,21,2314051
3043999,24,13,23,578537
3044047,22,12,21,771395
3044127,23,13,22,1157123
3044511,22,13,21,2314537
3044655,22,11,21,257183
3044991,23,12,22,385817
3045839,22,8,21,9529
3045871,22,12,21,771857
3046207,22,13,21,2315827
3046479,22,5,21,353
3046527,23,13,22,1158035
3046559,23,13,22,1158047
3046639,22,13,21,2316155
3047327,24,14,23,1737509
3047983,22,13,21,2317177
3048095,23,13,22,1158631
3048351,22,13,21,2317457
3048943,22,13,21,2317907
3049167,22,13,21,2318077
3050911,22,13,21,2319403
3050943,22,13,21,2319427
3051167,22,9,21,28637
3051215,23,13,22,1159817
3051263,23,13,22,1159835
3051839,24,13,23,580027
3052847,22,11,21,257875
3053215,23,11,22,128953
3053535,23,13,22,1160699
3053631,22,13,21,2321471
3053887,22,13,21,2321665
3054063,22,12,21,773933
3054399,22,13,21,2322055
3054831,24,14,23,1741787
3055263,22,11,21,258079
3055311,24,13,23,580687
3055519,23,12,22,387151
3055551,23,12,22,387155
3055855,22,9,21,28681
3055935,23,13,22,1161611
3056175,22,13,21,2323405
3056255,24,14,23,1742599
3056287,23,13,22,1161745
3056543,22,13,21,2323685
3056767,24,14,23,1742891
3057199,22,13,21,2324183
3057359,22,13,21,2324305
3057391,24,14,23,1743247
3057407,22,13,21,2324341
3057775,22,13,21,2324621
3057791,22,13,21,2324633
3057903,23,11,22,129151
3058127,22,10,21,86107
3058559,22,13,21,2325217
3058671,24,14,23,1743977
3058687,23,13,22,1162657
3059135,22,13,21,2325655
3059311,22,11,21,258421
3059359,22,11,21,258425
3059407,23,13,22,1162931
3059455,23,13,22,1162949
3059647,24,12,23,193837
3059951,22,11,21,258475
3060271,22,13,21,2326519
3060351,22,13,21,2326579
3060415,24,13,23,581657
3060543,22,8,21,9575
3060607,23,13,22,1163387
3060735,22,13,21,2326871
3061295,22,13,21,2327297
3061439,24,14,23,1745555
3061503,22,13,21,2327455
3061727,23,13,22,1163813
3061759,24,14,23,1745737
3061871,22,13,21,2327735
3062207,23,13,22,1163995
3062559,23,12,22,388043
3062895,24,14,23,1746385
3063327,23,13,22,1164421
3063743,23,12,22,388193
3064047,22,11,21,258821
3064575,24,14,23,1747343
3065215,22,12,21,776759
3065391,22,13,21,2330411
3065551,22,13,21,2330533
3065967,22,13,21,2330849
3065983,22,13,21,2330861
3066495,23,13,22,1165625
3066559,22,13,21,2331299
3066687,24,10,23,21587
