r,n,s,S,c
1082523,22,13,21,822971
1084443,23,12,22,137405
1084571,21,12,20,549685
1085691,22,13,21,825379
1086043,21,10,20,61159
1086107,22,13,21,825695
1087899,23,12,22,137843
1088667,21,12,20,551761
1088923,21,12,20,551891
1089179,22,13,21,828031
1091579,21,12,20,553237
1091835,23,13,22,415025
1092187,21,10,20,61505
1092251,24,14,23,622775
1092635,23,12,22,138443
1094683,22,12,21,277405
1095451,21,12,20,555199
1096443,24,14,23,625165
1096475,22,12,21,277859
1096859,21,12,20,555913
1097115,21,12,20,556043
1097723,21,12,20,556351
1097755,21,12,20,556367
1098491,23,9,22,5155
1098523,23,12,22,139189
1100539,22,11,21,92963
1100571,22,12,21,278897
1101595,21,12,20,558313
1101659,24,14,23,628139
1102363,23,13,22,419027
1102491,24,14,23,628613
1103899,21,12,20,559481
1104635,22,10,21,31103
1105435,22,13,21,840389
1105915,21,12,20,560503
1106075,24,12,23,70073
1106203,22,13,21,840973
1106683,23,11,22,46741
1106715,23,12,22,140227
1108507,24,7,23,289
1109787,24,14,23,632773
1110267,24,14,23,633047
1110683,21,12,20,562919
1111067,24,14,23,633503
1111323,22,13,21,844865
1112347,24,13,23,211411
1112731,21,12,20,563957
1113627,22,13,21,846617
1113851,21,10,20,62725
1114139,23,13,22,423503
1114203,22,13,21,847055
1114875,23,11,22,47087
1116155,22,13,21,848539
1116827,21,12,20,566033
1117339,22,13,21,849439
1117723,21,9,20,20981
1118043,24,14,23,637481
1120251,22,13,21,851653
1120283,22,13,21,851677
1120347,21,12,20,567817
1120923,21,12,20,568109
1121435,22,13,21,852553
1121819,21,11,20,189521
1122075,22,13,21,853039
1122395,21,12,20,568855
1122971,21,12,20,569147
1123579,22,13,21,854183
1124347,22,13,21,854767
1125531,22,13,21,855667
1125915,21,11,20,190213
1126171,22,13,21,856153
1126235,23,13,22,428101
1126491,21,12,20,570931
1126939,22,9,21,10577
1127003,23,13,22,428393
1128443,22,13,21,857881
1128539,24,14,23,643465
1129723,23,13,22,429427
1130267,22,13,21,859267
1130491,23,13,22,429719
1131099,24,13,23,214975
1131355,22,13,21,860095
1131611,22,12,21,286763
1131675,23,13,22,430169
1131803,21,12,20,573623
1132187,22,12,21,286909
1132379,22,13,21,860873
1132955,22,13,21,861311
1133723,24,14,23,646421
1134107,21,11,20,191597
1134363,22,13,21,862381
1134683,21,12,20,575083
1135131,22,11,21,95885
1135259,23,13,22,431531
1135643,23,13,22,431677
1135899,21,12,20,575699
1136475,21,8,20,7111
1136635,22,13,21,864109
1136795,21,7,20,2371
1138459,22,13,21,865495
1138971,24,12,23,72157
1139099,23,13,22,432991
1139547,22,13,21,866323
1139867,23,13,22,433283
1139995,21,12,20,577775
1140987,22,12,21,289139
1141147,21,12,20,578359
1141531,24,14,23,650873
1142043,21,12,20,578813
1142619,21,10,20,64345
1143323,22,11,21,96577
1143835,23,13,22,434791
1145115,22,12,21,290185
1145243,21,12,20,580435
1146011,24,9,23,2689
1146139,21,12,20,580889
1147675,22,13,21,872501
1147739,24,14,23,654413
1148507,24,14,23,654851
1148571,24,14,23,654887
1148763,21,10,20,64691
1149019,22,13,21,873523
1149723,23,13,22,437029
1150107,23,11,22,48575
1151259,23,12,22,145871
1151771,22,13,21,875615
1152027,21,12,20,583873
1153115,22,13,21,876637
1153435,21,12,20,584587
1154075,24,14,23,658025
1154331,21,12,20,585041
1154459,22,12,21,292553
1154811,22,13,21,877927
1155067,22,9,21,10841
1155099,22,12,21,292715
1155163,23,13,22,439097
1155227,21,9,20,21685
1155867,22,13,21,878729
1156379,23,13,22,439559
1157115,23,11,22,48871
1157915,23,13,22,440143
1158171,21,12,20,586987
1158395,22,13,21,880651
1158427,22,13,21,880675
1159259,24,13,23,220327
1159771,22,12,21,293899
1160219,21,12,20,588025
1162395,24,11,23,24547
1162651,22,12,21,294629
1163259,22,11,21,98261
1163291,22,12,21,294791
1163355,23,13,22,442211
1163419,21,11,20,196549
1163867,22,12,21,294937
1165403,22,13,21,885979
1166107,21,11,20,197003
1166587,22,13,21,886879
1167003,22,13,21,887195
1167131,24,11,23,24647
1167963,22,12,21,295975
1168155,21,10,20,65783
1168923,22,13,21,888655
1169435,24,12,23,74087
1170427,21,10,20,65911
1171099,22,13,21,890309
1171451,22,11,21,98953
1171611,21,11,20,197933
1172251,21,11,20,198041
1172731,23,13,22,445775
1173083,21,12,20,594545
1173595,24,14,23,669155
1173915,23,13,22,446225
1174107,24,12,23,74383
1174779,22,13,21,893107
1175195,22,13,21,893423
1175387,24,14,23,670177
1175803,22,13,21,893885
1176667,23,13,22,447271
1177115,22,13,21,894883
1178011,24,13,23,223891
1178875,22,13,21,896221
1179899,22,13,21,896999
1180315,22,12,21,299105
1180699,22,13,21,897607
1181339,23,13,22,449047
1182107,23,13,22,449339
1182459,21,12,20,599297
1182747,24,13,23,224791
1182971,24,14,23,674501
1183003,24,14,23,674519
1183387,21,12,20,599767
1183579,22,13,21,899797
1183835,22,9,21,11111
1183995,22,13,21,900113
1185883,24,11,23,25043
1186043,23,13,22,450835
1186459,23,12,22,150331
1186843,23,13,22,451139
1187067,22,13,21,902449
1187675,22,13,21,902911
1187931,22,11,21,100345
1188251,22,13,21,903349
1188507,22,12,21,301181
1188603,21,12,20,602411
1188955,24,13,23,225971
1189531,23,13,22,452161
1191579,21,12,20,603919
1192027,22,11,21,100691
1193211,22,8,21,3733
1193371,21,7,20,2489
1195035,23,13,22,454253
1195547,22,12,21,302965
1195867,22,13,21,909139
1196283,21,10,20,67367
1196315,22,13,21,909479
1196443,22,13,21,909577
1197147,21,11,20,202247
1197723,21,12,20,607033
1198331,24,13,23,227753
1198843,22,13,21,911401
1199195,21,10,20,67531
1199259,22,13,21,911717
1199355,23,10,22,16885
1199387,24,14,23,683861
1199643,24,14,23,684007
1200219,22,11,21,101383
1200411,22,13,21,912593
1201691,23,12,22,152261
1202587,22,9,21,11287
1203227,23,13,22,457367
1205499,22,10,21,33943
1205531,22,12,21,305495
1206523,21,11,20,203831
1206683,22,11,21,101929
1207067,22,13,21,917653
1207579,23,12,22,153007
1207835,22,12,21,306079
1208347,23,13,22,459313
1208603,22,13,21,918821
1210779,22,11,21,102275
1211163,24,14,23,690575
1211387,23,13,22,460469
1211675,24,12,23,76763
1211803,21,9,20,22747
1212187,22,13,21,921545
1212443,24,13,23,230435
1216347,24,12,23,77059
1216795,21,12,20,616699
1217051,21,12,20,616829
1217627,24,14,23,694261
1218587,22,13,21,926411
1218971,22,11,21,102967
1219995,21,11,20,206107
1220251,24,13,23,231919
1220443,23,12,22,154637
1223707,22,11,21,103367
1223835,21,12,20,620267
1224731,21,10,20,68969
1225755,24,11,23,25885
1225819,22,13,21,931909
1226779,22,13,21,932639
1227003,24,14,23,699607
1227515,24,14,23,699899
1227771,24,14,23,700045
1227803,22,10,21,34571
1228187,21,11,20,207491
1228827,21,11,20,207599
1229467,23,13,22,467341
1229659,21,12,20,623219
1229979,21,12,20,623381
1230683,22,12,21,311869
1233435,22,13,21,937699
1233499,21,12,20,625165
1234011,22,13,21,938137
1234715,21,12,20,625781
1234971,21,11,20,208637
1235035,22,13,21,938915
1235195,22,13,21,939037
1235739,23,12,22,156575
1236123,21,12,20,626495
1236731,22,13,21,940205
1236763,21,12,20,626819
1237147,24,14,23,705391
1237243,23,13,22,470297
1237275,23,13,22,470309
1237659,23,13,22,470455
1238875,22,12,21,313945
1239035,21,12,20,627971
1239643,21,12,20,628279
1239803,24,12,23,78545
1239835,24,12,23,78547
1242907,21,12,20,629933
1243387,22,13,21,945265
1243419,22,13,21,945289
1243931,23,12,22,157613
1245179,21,12,20,631085
1245339,22,12,21,315583
1245979,22,12,21,315745
1247835,21,12,20,632431
1248411,24,13,23,237271
1249051,21,12,20,633047
1250075,22,12,21,316783
1251611,22,13,21,951517
1251995,21,11,20,211513
1252507,23,13,22,476099
1252891,23,13,22,476245
1253019,22,10,21,35281
1253659,23,13,22,476537
1254043,21,11,20,211859
1254139,22,12,21,317813
1254683,24,13,23,238463
1255419,24,13,23,238603
1256091,21,10,20,70735
1256731,22,13,21,955409
1256987,24,13,23,238901
1257115,22,11,21,106189
1257499,24,14,23,716995
1258075,22,13,21,956431
1258267,22,12,21,318859
1258779,23,13,22,478483
1259291,22,13,21,957355
1259803,22,13,21,957745
1261563,22,13,21,959083
1261659,21,12,20,639437
1262171,22,13,21,959545
1263259,24,11,23,26677
1264923,22,13,21,961637
1265435,23,13,22,481013
1266267,22,13,21,962659
1268507,24,14,23,723271
1269019,21,9,20,23821
1269787,24,14,23,724001
1270011,22,12,21,321835
1270043,24,14,23,724147
1270363,22,13,21,965773
1271067,21,11,20,214735
1272411,23,13,22,483665
1273083,21,12,20,645227
1273115,21,11,20,215081
1273371,21,12,20,645373
1273947,21,12,20,645665
1274395,24,14,23,726629
1277179,21,12,20,647303
1277211,21,11,20,215773
1278203,22,12,21,323911
1278555,22,13,21,972001
1279131,24,14,23,729329
1280411,21,12,20,648941
1281275,21,12,20,649379
1282331,22,11,21,108319
1282587,23,12,22,162511
1284187,23,13,22,488141
1284379,24,10,23,9041
1285403,21,11,20,217157
1285883,24,13,23,244393
1286235,22,13,21,977839
1286555,21,12,20,652055
1287419,21,12,20,652493
1288955,22,13,21,979907
1290075,21,12,20,653839
1290331,22,13,21,980953
1290907,24,14,23,736043
1292699,21,12,20,655169
1293051,22,13,21,983021
1293851,22,13,21,983629
1294491,24,13,23,246029
1295611,21,12,20,656645
1295643,22,13,21,984991
1296219,21,12,20,656953
1296379,22,12,21,328517
1296987,22,9,21,12173
1297051,23,13,22,493031
1297147,22,13,21,986135
1297179,22,13,21,986159
1299035,23,11,22,54865
1299483,21,12,20,658607
1299739,24,14,23,741079
1299995,24,13,23,247075
1300507,24,14,23,741517
1301659,22,12,21,329855
1302523,24,14,23,742667
1302555,23,12,22,165041
1302619,24,14,23,742721
1303131,24,10,23,9173
1303291,23,13,22,495403
1303323,23,13,22,495415
1304411,21,12,20,661105
1304571,22,12,21,330593
1304987,22,13,21,992095
1305179,22,11,21,110249
1305627,21,12,20,661721
1306363,22,8,21,4087
1306395,22,12,21,331055
1307931,22,13,21,994333
1308443,23,12,22,165787
1309083,22,13,21,995209
1309435,21,10,20,73739
1309467,21,12,20,663667
1310235,22,13,21,996085
1310715,23,12,22,166075
1310875,21,12,20,664381
1311483,23,13,22,498517
1311515,21,12,20,664705
1312347,21,10,20,73903
1313371,22,11,21,110941
1313531,21,11,20,221909
1313819,24,14,23,749107
1314075,24,13,23,249751
1314587,22,12,21,333131
1314651,23,13,22,499721
1314843,24,12,23,83299
1315611,21,12,20,666781
1315867,23,13,22,500183
1315931,22,13,21,1000415
1316123,22,13,21,1000561
1316379,24,13,23,250189
1318651,22,10,21,37129
1318747,24,13,23,250639
1319003,24,14,23,752063
1319675,21,11,20,222947
1321371,24,14,23,753413
1322011,22,13,21,1005037
1322075,23,13,22,502543
1322139,24,14,23,753851
1322843,23,13,22,502835
1323803,21,12,20,670933
1325307,22,13,21,1007543
1328219,22,13,21,1009757
1328987,22,13,21,1010341
1330715,24,14,23,758741
1330843,21,12,20,674501
1331739,22,13,21,1012433
1333915,22,12,21,338029
1334939,21,12,20,676577
1335131,24,13,23,253753
1336155,24,14,23,761843
1337595,22,13,21,1016885
1337755,24,14,23,762755
1338139,23,13,22,508649
1338523,24,14,23,763193
1338907,23,11,22,56549
1339931,22,13,21,1018661
1340955,22,10,21,37757
1342235,24,13,23,255103
1342459,22,13,21,1020583
1342747,24,14,23,765601
1343131,21,12,20,680729
1343739,21,12,20,681037
1344283,22,13,21,1021969
1345531,23,13,22,511459
1346715,23,13,22,511909
1346811,22,12,21,341297
1346843,22,12,21,341305
1347227,22,13,21,1024207
1347419,24,14,23,768265
1348123,21,11,20,227753
1348379,22,13,21,1025083
1350299,24,14,23,769907
1350811,24,13,23,256733
1351067,22,13,21,1027127
1351323,24,14,23,770491
1352475,22,13,21,1028197
1352955,23,12,22,171427
1353307,23,13,22,514415
1353723,23,13,22,514573
1354523,23,13,22,514877
1355547,24,13,23,257633
1355611,22,11,21,114509
1356891,23,13,22,515777
1357595,22,13,21,1032089
1358843,24,14,23,774779
1359131,22,12,21,344419
1359259,22,13,21,1033355
1359707,22,10,21,38285
1359867,22,13,21,1033817
1359899,22,13,21,1033841
1360923,22,12,21,344873
1361147,23,12,22,172465
1361755,24,11,23,28757
1362011,24,14,23,776585
1363579,23,5,22,79
1364219,22,13,21,1037125
1365019,22,12,21,345911
1365083,23,13,22,518891
1366011,21,10,20,76925
1366267,23,13,22,519341
1367195,21,11,20,230975
1367451,21,12,20,693055
1368059,22,13,21,1040045
1368091,21,12,20,693379
1368219,24,14,23,780125
1368315,22,13,21,1040239
1368923,21,10,20,77089
1369243,21,10,20,77107
1369883,24,14,23,781073
1370107,21,11,20,231467
1370875,24,14,23,781639
1370907,24,14,23,781657
1371163,24,12,23,86867
1371227,22,13,21,1042453
1371387,24,14,23,781931
1371419,24,14,23,781949
1372187,21,12,20,695455
1372411,22,13,21,1043353
1372827,22,13,21,1043669
1372955,23,9,22,6443
1373275,23,13,22,522005
1373979,21,11,20,232121
1374299,24,13,23,261197
1374459,23,13,22,522455
1374875,23,13,22,522613
1375003,22,11,21,116147
1375227,23,10,22,19361
1376251,21,11,20,232505
1376411,23,11,22,58133
1376507,22,13,21,1046467
1377371,24,13,23,261781
1378395,23,13,22,523951
1378971,24,13,23,262085
1379483,24,14,23,786547
1380123,21,11,20,233159
1380379,21,12,20,699607
1380603,22,13,21,1049581
1380955,21,12,20,699899
1381147,23,11,22,58333
1382651,23,13,22,525569
1383067,23,13,22,525727
1384539,22,13,21,1052573
1385115,22,13,21,1053011
1386491,24,14,23,790543
1386747,24,13,23,263563
1387099,21,12,20,703013
1387259,22,12,21,351547
1388635,22,13,21,1055687
1389211,21,12,20,704083
1389339,23,11,22,58679
1389659,24,14,23,792349
1391259,21,12,20,705121
1391355,22,12,21,352585
1391707,23,8,22,2177
1393307,21,12,20,706159
1393499,24,14,23,794539
1393947,22,13,21,1059725
1394779,21,10,20,78545
1395867,22,13,21,1061185
1396379,23,12,22,176929
1396827,22,13,21,1061915
1397851,22,10,21,39359
1398043,22,13,21,1062839
1398555,24,13,23,265807
1399035,24,14,23,797695
1399451,21,12,20,709273
1399547,22,12,21,354661
1399579,24,14,23,798005
1400571,21,12,20,709841
1400603,24,14,23,798589
1400859,24,13,23,266245
1401115,24,14,23,798881
1402139,22,13,21,1065953
1403291,22,13,21,1066829
1403483,22,13,21,1066975
1403995,24,10,23,9883
1404059,22,13,21,1067413
1404187,23,13,22,533755
1404955,23,13,22,534047
1405019,21,11,20,237365
1407227,22,10,21,39623
1407387,22,13,21,1069943
1408667,24,12,23,89243
1408763,21,12,20,713993
1409275,23,11,22,59521
1409883,22,13,21,1071841
1410075,23,13,22,535993
1410203,24,13,23,268021
1410299,21,9,20,26473
1412123,22,13,21,1073543
1412347,21,11,20,238603
1414171,24,13,23,268775
1415163,24,14,23,806891
1415195,22,13,21,1075879
1415579,22,13,21,1076171
1416219,22,13,21,1076657
1416443,21,10,20,79765
1416475,24,13,23,269213
1416955,24,14,23,807913
1418491,21,11,20,239641
1420315,22,13,21,1079771
1423387,22,13,21,1082107
1423771,21,11,20,240533
1424155,23,13,22,541345
1424667,21,12,20,722053
1425819,21,10,20,80293
1426075,23,13,22,542075
1426203,22,13,21,1084247
1426683,21,11,20,241025
1428123,22,13,21,1085707
1428507,24,14,23,814499
1429531,22,9,21,13417
1430555,21,11,20,241679
1431067,24,14,23,815959
1431579,24,14,23,816251
1431643,22,13,21,1088383
1432603,21,10,20,80675
1432987,22,11,21,121045
1433627,22,11,21,121099
1433691,24,13,23,272485
1434267,23,13,22,545189
1435227,24,13,23,272777
1435739,22,13,21,1091497
1436251,24,14,23,818915
1436699,21,11,20,242717
1437531,21,12,20,728573
1437723,22,11,21,121445
1438299,22,12,21,364481
1439003,23,13,22,546989
1443675,21,12,20,731687
1443835,24,12,23,91471
1444603,24,13,23,274559
1445147,22,13,21,1098649
1445531,22,13,21,1098941
1445915,22,11,21,122137
1446491,22,12,21,366557
1447195,23,13,22,550103
1447931,23,12,22,183461
1448443,21,6,20,1007
1449819,24,14,23,826651
1450747,22,13,21,1102907
1450779,21,12,20,735287
1451099,24,14,23,827381
1452443,24,13,23,276049
1452635,23,12,22,184057
1452795,21,12,20,736309
1453723,22,13,21,1105169
1453851,23,12,22,184211
1453915,22,13,21,1105315
1454331,22,13,21,1105631
1455387,23,13,22,553217
1456123,23,12,22,184499
1456891,21,12,20,738385
1457147,21,12,20,738515
1457403,22,13,21,1107967
1457819,21,9,20,27365
1458843,22,11,21,123229
1460059,23,13,22,554993
1460475,24,14,23,832727
1460891,23,10,22,20567
1461531,22,13,21,1111105
1461915,21,11,20,246977
1463067,21,12,20,741515
1464987,24,11,23,30937
1465083,21,12,20,742537
1465339,21,12,20,742667
1466011,21,11,20,247669
1466651,22,13,21,1114997
1466779,22,13,21,1115095
1470715,24,14,23,838565
1471515,22,13,21,1118695
1471579,21,12,20,745829
1471771,24,14,23,839167
1472283,24,14,23,839459
1472795,24,13,23,279917
1473307,22,13,21,1120057
1473819,24,14,23,840335
1474203,21,11,20,249053
1474299,24,12,23,93401
1474587,24,14,23,840773
1475355,23,13,22,560807
1475675,21,12,20,747905
1476699,24,12,23,93553
1476891,21,8,20,9241
1478491,24,14,23,842999
1478907,21,12,20,749543
1478939,22,13,21,1124339
1479195,23,13,22,562267
1479771,21,12,20,749981
1479963,22,10,21,41671
1480955,21,12,20,750581
1482779,23,13,22,563629
1483035,21,10,20,83515
1484379,22,13,21,1128475
1485051,21,12,20,752657
1485563,22,13,21,1129375
1485915,21,12,20,753095
1485979,22,13,21,1129691
1487451,23,13,22,565405
1489147,21,12,20,754733
1489179,21,10,20,83861
1489659,22,13,21,1132489
1490203,23,11,22,62939
1491195,21,12,20,755771
1491547,24,13,23,283481
1491803,22,13,21,1134119
1492123,23,13,22,567181
1493755,22,13,21,1135603
1494107,21,12,20,757247
1494171,24,14,23,851939
1494875,23,12,22,189409
1495643,23,13,22,568519
1496859,23,13,22,568981
1498267,22,13,21,1139033
1498907,22,13,21,1139519
1499899,23,13,22,570137
1500187,24,12,23,95041
1500411,22,12,21,380221
1501179,22,13,21,1141247
1501787,22,13,21,1141709
1501947,24,14,23,856373
1501979,24,14,23,856391
1502235,24,14,23,856537
1503067,23,12,22,190447
1503483,23,13,22,571499
1504283,23,12,22,190601
1504859,24,8,23,1177
1505019,21,7,20,3139
1505051,23,13,22,572095
1507323,23,13,22,572959
1507355,21,12,20,763961
1507931,21,10,20,84917
1507995,24,13,23,286607
1508091,23,13,22,573251
1509019,22,13,21,1147207
1509211,22,12,21,382451
1509371,21,12,20,764983
1509979,22,13,21,1147937
1510427,22,12,21,382759
1511195,22,13,21,1148861
1512027,21,11,20,255443
1513467,21,12,20,767059
1513499,21,12,20,767075
1514235,24,9,23,3553
1514523,22,12,21,383797
1515291,21,12,20,767983
1516795,24,14,23,864839
1516827,24,14,23,864857
1517147,23,10,22,21359
1517211,22,13,21,1153435
1518171,21,11,20,256481
1518331,23,11,22,64127
1519131,24,14,23,866171
1519387,21,12,20,770059
1519643,21,12,20,770189
1521659,21,12,20,771211
1522683,22,12,21,385865
1522715,22,12,21,385873
1523451,21,9,20,28597
1523803,23,13,22,579223
1526939,23,13,22,580415
1528091,23,13,22,580853
1528347,22,13,21,1161901
1528475,21,12,20,774665
1528603,22,12,21,387365
1529371,22,13,21,1162679
1530619,24,11,23,32323
1530875,22,12,21,387941
1531643,21,11,20,258757
1531931,22,13,21,1164625
1532571,21,12,20,776741
1533467,21,8,20,9595
1534043,24,14,23,874673
1535131,23,13,22,583529
1535227,22,13,21,1167131
1535515,23,13,22,583675
1535643,22,12,21,389149
1536027,22,13,21,1167739
1536091,24,13,23,291947
1536283,23,13,22,583967
1536539,22,13,21,1168129
1536667,21,12,20,778817
1538715,21,12,20,779855
1539323,22,13,21,1170245
1539611,21,10,20,86701
1539739,24,14,23,877921
1539835,21,11,20,260141
1540955,23,13,22,585743
1541275,22,13,21,1171729
1541787,23,12,22,195353
1542139,23,13,22,586193
1542235,21,12,20,781639
1542555,23,13,22,586351
1542811,21,12,20,781931
1543323,23,13,22,586643
1543419,22,13,21,1173359
1544027,22,13,21,1173821
1545307,23,12,22,195799
1545755,21,10,20,87047
1546235,24,13,23,293875
1547931,22,12,21,392263
1548123,22,13,21,1176935
1548539,22,12,21,392417
1548699,22,13,21,1177373
1549563,23,13,22,589015
1550331,23,13,22,589307
1551003,21,12,20,786083
1551451,22,12,21,393155
1551611,21,12,20,786391
1552219,22,13,21,1180049
1553051,22,13,21,1180681
1553691,21,12,20,787445
1554683,23,12,22,196987
1554843,24,13,23,295511
1555099,23,13,22,591119
1555611,24,13,23,295657
1555867,24,14,23,887117
1556475,22,13,21,1183285
1556635,24,14,23,887555
1556731,22,12,21,394493
1556763,22,12,21,394501
1557147,22,13,21,1183795
1557755,23,13,22,592129
1559643,22,12,21,395231
1559803,21,12,20,790543
1560347,24,13,23,296557
1560859,22,12,21,395539
1561435,22,8,21,4885
1561595,21,7,20,3257
1561627,22,13,21,1187201
1561755,23,8,22,2443
1561883,21,12,20,791597
1562075,22,5,21,181
1562715,24,13,23,297007
1563419,22,13,21,1188563
1564507,21,10,20,88103
1564667,22,13,21,1189513
1564763,22,13,21,1189585
1564955,22,12,21,396577
1565947,21,12,20,793657
1566555,24,13,23,297737
1566811,23,13,22,595571
1567483,22,13,21,1191653
1567515,22,13,21,1191677
1567899,22,10,21,44147
1568603,21,11,20,265001
1570811,22,9,21,14743
1571099,23,12,22,199067
1571611,22,13,21,1194791
1572955,22,13,21,1195813
1573019,23,13,22,597931
1573659,24,13,23,299087
1573723,22,10,21,44311
1573915,21,12,20,797695
1574747,21,11,20,266039
1574907,22,11,21,133033
1575003,23,13,22,598685
1575963,21,12,20,798733
1576987,24,14,23,899159
1577755,23,13,22,599731
1579003,22,11,21,133379
1579099,24,13,23,300121
1579291,23,12,22,200105
1580027,21,9,20,29659
1580059,21,12,20,800809
1580571,22,13,21,1201603
1581147,22,13,21,1202041
1581723,24,14,23,901859
1583515,22,13,21,1203841
1583899,21,10,20,89195
1584667,22,13,21,1204717
1584923,22,11,21,133879
1585179,23,12,22,200851
1585243,22,13,21,1205155
1585947,23,13,22,602845
1587195,22,11,21,134071
1588219,21,11,20,268315
1588251,21,12,20,804961
1588475,24,13,23,301903
1588763,24,14,23,905873
1589851,23,12,22,201443
1591707,22,13,21,1210069
1592059,21,12,20,806891
1592859,22,13,21,1210945
1592987,23,13,22,605521
1593435,22,13,21,1211383
1594139,21,11,20,269315
1596411,21,11,20,269699
1597083,24,13,23,303539
1597691,23,13,22,607309
1597851,24,13,23,303685
1598043,23,12,22,202481
1598203,21,12,20,810005
1599067,21,12,20,810443
1599899,22,13,21,1216297
1602587,24,13,23,304585
1603995,22,13,21,1219411
1604251,22,12,21,406535
1604347,21,12,20,813119
1605371,24,14,23,915343
1605723,24,10,23,11303
1605883,23,13,22,610423
1606683,23,13,22,610727
1607259,21,12,20,814595
1607771,22,11,21,135809
1608347,22,12,21,407573
1608731,22,13,21,1223011
1608795,21,9,20,30199
1610843,21,11,20,272137
1612187,22,13,21,1225639
1612827,22,13,21,1226125
1612955,24,14,23,919667
1613339,23,12,22,204419
1613467,21,12,20,817741
1613563,22,12,21,408895
1614939,21,10,20,90943
1615643,24,14,23,921199
1616539,22,12,21,409649
1616635,24,13,23,307255
1616923,22,13,21,1229239
1616987,21,11,20,273175
1617435,24,12,23,102469
1618331,22,8,21,5063
1618971,24,13,23,307699
1619995,24,14,23,923681
1620219,21,11,20,273721
1620731,23,13,22,616067
1620763,23,13,22,616079
1621243,22,10,21,45649
1621531,23,12,22,205457
1622171,22,13,21,1233229
1622267,21,11,20,274067
1622811,22,13,21,1233715
1624315,21,10,20,91471
1624475,24,10,23,11435
1625179,21,11,20,274559
1625339,22,11,21,137293
1626651,21,12,20,824423
1627419,23,12,22,206203
1627675,22,12,21,412471
1629595,22,13,21,1238873
1630235,22,13,21,1239359
1630363,22,13,21,1239457
1630491,21,12,20,826369
1630619,22,10,21,45913
1631003,22,13,21,1239943
1631259,24,14,23,930103
1631483,24,11,23,34453
1632027,22,13,21,1240721
1633307,24,14,23,931271
1633947,22,13,21,1242181
1634075,23,13,22,621139
1634331,22,13,21,1242473
1635867,22,12,21,414547
1636635,21,12,20,829483
1639451,22,11,21,138485
1640091,24,13,23,311713
1641115,24,14,23,935723
1641499,23,11,22,69329
1641627,21,12,20,832013
1642331,22,12,21,416185
1642523,22,13,21,1248701
1643099,22,13,21,1249139
1644827,21,12,20,833635
1645595,24,11,23,34751
1645723,21,12,20,834089
1646427,22,12,21,417223
1646939,21,6,20,1145
1647355,24,14,23,939281
1648635,21,12,20,835565
1649243,23,13,22,626905
1649819,21,12,20,836165
1650331,22,13,21,1254637
1650715,21,11,20,278873
1651291,21,12,20,836911
1651355,22,13,21,1255415
1652763,21,10,20,93073
1652827,23,13,22,628267
1653403,24,13,23,314243
1654555,21,12,20,838565
1654619,22,12,21,419299
1654779,21,12,20,838679
1654939,24,12,23,104845
1655067,22,13,21,1258237
1655387,21,12,20,838987
1655451,22,13,21,1258529
1655643,21,12,20,839117
1655899,23,13,22,629435
1655963,21,12,20,839279
1656475,24,13,23,314827
1657627,22,12,21,420061
1658651,21,12,20,840641
1659131,24,14,23,945995
1659163,22,13,21,1261351
1660923,21,12,20,841793
1662715,24,13,23,316013
1662747,21,12,20,842717
1663259,22,13,21,1264465
1663579,21,12,20,843139
1663835,21,12,20,843269
1664155,21,12,20,843431
1664603,22,12,21,421829
1665275,23,13,22,632999
1665691,21,9,20,31267
1665819,22,12,21,422137
1667355,22,13,21,1267579
1667739,21,11,20,281749
1669787,21,11,20,282095
1669883,22,12,21,423167
1670811,24,14,23,952655
1672795,22,12,21,423905
1673211,22,13,21,1272031
1673883,21,11,20,282787
1674523,24,13,23,318257
1675547,22,13,21,1273807
1676315,24,14,23,955793
1677307,22,13,21,1275145
1677339,24,14,23,956377
1677403,21,12,20,850145
1678619,24,14,23,957107
1679003,23,11,22,70913
1679099,21,12,20,851005
1679131,22,13,21,1276531
1679387,23,13,22,638363
1679451,21,12,20,851183
1681051,22,10,21,47333
1682075,21,11,20,284171
1683227,22,13,21,1279645
1683547,21,12,20,853259
1684059,23,13,22,640139
1686811,23,13,22,641185
1686939,24,13,23,320617
1687067,21,12,20,855043
1687579,23,13,22,641477
1687643,21,12,20,855335
1688603,24,13,23,320933
1689595,24,14,23,963365
1689691,21,12,20,856373
1690363,24,14,23,963803
1690651,22,13,21,1285289
1690907,21,10,20,95221
1692251,23,13,22,643253
1692315,23,13,22,643277
1692763,22,12,21,428965
1692955,21,11,20,286009
1693211,21,12,20,858157
1693723,22,13,21,1287625
1693787,24,14,23,965755
1693979,22,9,21,15899
1697371,24,14,23,967799
1698203,21,12,20,860687
1698395,22,13,21,1291177
1698907,23,12,22,215261
1699067,21,12,20,861125
1699675,23,13,22,646075
1700123,23,10,22,23935
1701403,21,12,20,862309
1701979,22,13,21,1293901
1702139,22,12,21,431341
1702171,22,11,21,143783
1702299,21,12,20,862763
1703163,21,12,20,863201
1703515,21,7,20,3553
1703963,24,14,23,971557
1705819,22,13,21,1296821
1705979,24,14,23,972707
1706075,22,13,21,1297015
1706395,21,12,20,864839
1706587,22,13,21,1297405
1706747,24,14,23,973145
1707867,21,12,20,865585
1709147,24,14,23,974513
1710363,22,11,21,144475
1710747,22,13,21,1300567
1711355,21,12,20,867353
1711515,22,12,21,433717
1711963,21,12,20,867661
1712539,21,12,20,867953
1712731,22,9,21,16075
