r,n,s,S,c
8391451,24,14,23,4784591
8391963,24,13,23,1594961
8392475,24,14,23,4785175
8394267,24,13,23,1595399
8395035,24,13,23,1595545
8397915,24,14,23,4788277
8400027,24,14,23,4789481
8405275,24,11,23,177499
8407291,24,14,23,4793623
8407803,24,14,23,4793915
8413019,24,13,23,1598963
8413787,24,13,23,1599109
8414043,24,14,23,4797473
8414811,24,14,23,4797911
8416411,24,14,23,4798823
8420123,24,13,23,1600313
8420603,24,14,23,4801213
8421403,24,14,23,4801669
8428187,24,14,23,4805537
8428699,24,12,23,533981
8429979,24,14,23,4806559
8436731,24,14,23,4810409
8437019,24,14,23,4810573
8437275,24,13,23,1603573
8439899,24,14,23,4812215
8449275,24,14,23,4817561
8449307,24,14,23,4817579
8452379,24,14,23,4819331
8455259,24,13,23,1606991
8456027,24,13,23,1607137
8456859,24,12,23,535765
8462587,24,14,23,4825151
8463643,24,14,23,4825753
8464635,24,13,23,1608773
8465147,24,14,23,4826611
8471131,24,14,23,4830023
8477467,24,14,23,4833635
8478747,24,13,23,1611455
8482651,24,10,23,59711
8488091,24,13,23,1613231
8492059,24,12,23,537995
8494363,24,12,23,538141
8498267,24,13,23,1615165
8499291,24,14,23,4846079
8506139,24,11,23,179629
8507675,24,13,23,1616953
8511579,24,13,23,1617695
8513115,24,12,23,539329
8514651,24,13,23,1618279
8518043,24,14,23,4856771
8522491,24,12,23,539923
8522779,24,14,23,4859471
8528987,24,14,23,4863011
8530331,24,13,23,1621259
8531099,24,13,23,1621405
8538363,24,14,23,4868357
8545115,24,13,23,1624069
8550171,24,14,23,4875089
8552475,24,14,23,4876403
8559259,24,13,23,1626757
8559771,24,14,23,4880563
8560027,24,11,23,180767
8560283,24,14,23,4880855
8564507,24,14,23,4883263
8564763,24,10,23,60289
8570971,24,13,23,1628983
8572571,24,13,23,1629287
8580347,24,13,23,1630765
8580379,24,13,23,1630771
8583259,24,14,23,4893955
8587099,24,14,23,4896145
8587931,24,14,23,4896619
8588443,24,14,23,4896911
8594203,24,14,23,4900195
8594683,24,14,23,4900469
8594715,24,14,23,4900487
8595451,24,14,23,4900907
8597019,24,14,23,4901801
8607515,24,14,23,4907785
8613979,24,12,23,545719
8622331,24,14,23,4916233
8623131,24,14,23,4916689
8624123,24,13,23,1639085
8625915,24,14,23,4918277
8629339,24,14,23,4920229
8632731,24,12,23,546907
8633499,24,13,23,1640867
8634523,24,14,23,4923185
8638235,24,13,23,1641767
8638747,24,14,23,4925593
8640027,24,14,23,4926323
8644187,24,14,23,4928695
8644443,24,12,23,547649
8651547,24,12,23,548099
8654107,24,14,23,4934351
8656411,24,14,23,4935665
8656987,24,13,23,1645331
8658779,24,14,23,4937015
8674971,24,12,23,549583
8675163,24,14,23,4946357
8676507,24,13,23,1649041
8681243,24,13,23,1649941
8681755,24,14,23,4950115
8682267,24,14,23,4950407
8690843,24,14,23,4955297
8695035,24,14,23,4957687
8695579,24,14,23,4957997
8696859,24,13,23,1652909
8697883,24,14,23,4959311
8699995,24,13,23,1653505
8700507,24,14,23,4960807
8709403,24,13,23,1655293
8710139,24,11,23,183937
8713755,24,14,23,4968361
8714331,24,14,23,4968689
8716379,24,13,23,1656619
8716955,24,14,23,4970185
8717403,24,14,23,4970441
8718747,24,13,23,1657069
8719003,24,14,23,4971353
8725755,24,13,23,1658401
8726779,24,14,23,4975787
8731291,24,12,23,553151
8732507,24,14,23,4979053
8734363,24,13,23,1660037
8735131,24,13,23,1660183
8738587,24,14,23,4982519
8739867,24,13,23,1661083
8740603,24,12,23,553741
8740891,24,14,23,4983833
8750235,24,14,23,4989161
8752379,24,11,23,184829
8754203,24,14,23,4991423
8756507,24,14,23,4992737
8764827,24,13,23,1665827
8768251,24,14,23,4999433
8770075,24,14,23,5000473
8773723,24,14,23,5002553
8775259,24,14,23,5003429
8775515,24,14,23,5003575
8777371,24,13,23,1668211
8782107,24,13,23,1669111
8782619,24,14,23,5007625
8784635,24,14,23,5008775
8787035,24,14,23,5010143
8790683,24,13,23,1670741
8792475,24,14,23,5013245
8796411,24,14,23,5015489
8796923,24,12,23,557309
8797723,24,13,23,1672079
8798203,24,14,23,5016511
8798491,24,13,23,1672225
8807579,24,14,23,5021857
8810267,24,13,23,1674463
8812827,24,14,23,5024849
8815707,24,12,23,558499
8825083,24,12,23,559093
8828955,24,13,23,1678015
8831067,24,14,23,5035249
8831579,24,14,23,5035541
8832859,24,13,23,1678757
8840475,24,14,23,5040613
8848027,24,14,23,5044919
8849819,24,14,23,5045941
8856315,24,13,23,1683215
8859739,24,14,23,5051597
8862363,24,14,23,5053093
8868891,24,13,23,1685605
8869147,24,14,23,5056961
8870939,24,14,23,5057983
8876123,24,14,23,5060939
8876699,24,12,23,562363
8878491,24,14,23,5062289
8882971,24,13,23,1688281
8883483,24,14,23,5065135
8886267,24,14,23,5066723
8891547,24,13,23,1689911
8894875,24,14,23,5071631
8895643,24,14,23,5072069
8897563,24,14,23,5073163
8898555,24,13,23,1691243
8899323,24,13,23,1691389
8899355,24,13,23,1691395
8900379,24,14,23,5074769
8902747,24,14,23,5076119
8906587,24,14,23,5078309
8912923,24,14,23,5081921
8913179,24,14,23,5082067
8913691,24,14,23,5082359
8918107,24,13,23,1694959
8919131,24,14,23,5085461
8927483,24,13,23,1696741
8927995,24,14,23,5090515
8928251,24,11,23,188543
8928283,24,12,23,565631
8928507,24,14,23,5090807
8934043,24,14,23,5093963
8936091,24,13,23,1698377
8937115,24,14,23,5095715
8937883,24,14,23,5096153
8940795,24,13,23,1699271
8942619,24,14,23,5098853
8946779,24,14,23,5101225
8953243,24,13,23,1701637
8955163,24,14,23,5106005
8956155,24,14,23,5106571
8956667,24,14,23,5106863
8959003,24,14,23,5108195
8962907,24,14,23,5110421
8970011,24,14,23,5114471
8970523,24,12,23,568307
8974939,24,14,23,5117281
8980123,24,14,23,5120237
8986971,24,6,23,781
8988763,24,14,23,5125163
8990555,24,14,23,5126185
8990811,24,13,23,1708777
8993435,24,14,23,5127827
8996507,24,14,23,5129579
8998683,24,12,23,570091
8999963,24,14,23,5131549
9000219,24,13,23,1710565
9000955,24,12,23,570235
9001723,24,13,23,1710851
9002747,24,14,23,5133137
9005723,24,9,23,21131
9009563,24,13,23,1712341
9014043,24,14,23,5139577
9014555,24,14,23,5139869
9017435,24,12,23,571279
9022107,24,11,23,190525
9026971,24,14,23,5146949
9027355,24,14,23,5147167
9028635,24,14,23,5147897
9042715,24,14,23,5155925
9043195,24,12,23,572911
9044731,24,13,23,1719025
9047899,24,12,23,573209
9048667,24,13,23,1719773
9051291,24,14,23,5160815
9052571,24,12,23,573505
9052827,24,14,23,5161691
9053851,24,14,23,5162275
9059067,24,14,23,5165249
9059355,24,14,23,5165413
9059867,24,14,23,5165705
9061979,24,9,23,21263
9071387,24,12,23,574697
9072667,24,14,23,5173003
9077851,24,14,23,5175959
9078363,24,11,23,191713
9079963,24,13,23,1725721
9085179,24,14,23,5180137
9086971,24,13,23,1727053
9087227,24,14,23,5181305
9090139,24,12,23,575885
9093787,24,14,23,5185045
9093979,24,13,23,1728385
9095003,24,14,23,5185739
9099515,24,12,23,576479
9101083,24,13,23,1729735
9101339,24,14,23,5189351
9101595,24,14,23,5189497
9102107,24,14,23,5189789
9102587,24,13,23,1730021
9103355,24,13,23,1730167
9106011,24,14,23,5192015
9108123,24,13,23,1731073
9114651,24,14,23,5196941
9116699,24,13,23,1732703
9117211,24,14,23,5198401
9118459,24,14,23,5199113
9122459,24,14,23,5201393
9129755,24,14,23,5205553
9130779,24,13,23,1735379
9133051,24,13,23,1735811
9137819,24,13,23,1736717
9138843,24,14,23,5210735
9145595,24,13,23,1738195
9148507,24,14,23,5216245
9158427,24,14,23,5221901
9158907,24,13,23,1740725
9158939,24,13,23,1740731
9160699,24,14,23,5223197
9162843,24,10,23,64499
9172251,24,12,23,581087
9173787,24,13,23,1743553
9174555,24,12,23,581233
9175803,24,14,23,5231809
9178971,24,14,23,5233615
9179803,24,14,23,5234089
9181595,24,10,23,64631
9181851,24,14,23,5235257
9190427,24,14,23,5240147
9193307,24,12,23,582421
9198235,24,14,23,5244599
9202459,24,14,23,5247007
9202971,24,14,23,5247299
9210523,24,13,23,1750535
9211035,24,14,23,5251897
9216251,24,14,23,5254871
9216795,24,12,23,583909
9218043,24,14,23,5255893
9221211,24,14,23,5257699
9225371,24,13,23,1753357
9230107,24,13,23,1754257
9230587,24,14,23,5263045
9231131,24,14,23,5263355
9232411,24,13,23,1754695
9232667,24,14,23,5264231
9239195,24,14,23,5267953
9244923,24,12,23,585691
9244955,24,10,23,65077
9246715,24,14,23,5272241
9246747,24,14,23,5272259
9253531,24,13,23,1758709
9259771,24,13,23,1759895
9259803,24,13,23,1759901
9260827,24,14,23,5280287
9263099,24,14,23,5281583
9263867,24,14,23,5282021
9266779,24,13,23,1761227
9268379,24,12,23,587177
9274139,24,14,23,5287877
9274395,24,14,23,5288023
9277979,24,14,23,5290067
9279579,24,14,23,5290979
9288475,24,14,23,5296051
9294939,24,13,23,1766579
9302267,24,14,23,5303915
9303323,24,14,23,5304517
9303835,24,14,23,5304809
9304315,24,13,23,1768361
9305339,24,14,23,5305667
9306107,24,14,23,5306105
9310043,24,14,23,5308349
9310811,24,14,23,5308787
9313691,24,13,23,1770143
9314715,24,14,23,5311013
9319195,24,13,23,1771189
9321467,24,13,23,1771621
9324379,24,14,23,5316523
9325723,24,14,23,5317289
9333531,24,14,23,5321741
9347099,24,14,23,5329477
9348347,24,14,23,5330189
9351259,24,13,23,1777283
9351771,24,14,23,5332141
9352283,24,14,23,5332433
9353883,24,14,23,5333345
9356443,24,14,23,5334805
9361179,24,14,23,5337505
9361659,24,14,23,5337779
9364571,24,9,23,21973
9364731,24,14,23,5339531
9370011,24,13,23,1780847
9373947,24,9,23,21995
9377051,24,13,23,1782185
9377787,24,13,23,1782325
9377819,24,13,23,1782331
9378075,24,14,23,5347139
9378843,24,14,23,5347577
9380955,24,11,23,198103
9383323,24,8,23,7339
9390331,24,11,23,198301
9392667,24,12,23,595051
9392923,24,14,23,5355605
9395195,24,14,23,5356901
9396827,24,14,23,5357831
9399451,24,14,23,5359327
9399963,24,14,23,5359619
9404443,24,11,23,198599
9415323,24,13,23,1789459
9419515,24,14,23,5370767
9420059,24,13,23,1790359
9420315,24,14,23,5371223
9420795,24,12,23,596833
9421051,24,14,23,5371643
9421083,24,14,23,5371661
9422075,24,14,23,5372227
9434395,24,14,23,5379251
9436699,24,14,23,5380565
9448187,24,13,23,1795705
9448475,24,14,23,5387279
9448987,24,12,23,598619
9450267,24,14,23,5388301
9451611,24,14,23,5389067
9455451,24,14,23,5391257
9457307,24,14,23,5392315
9462011,24,14,23,5394997
9466971,24,13,23,1799275
9470811,24,13,23,1800005
9471579,24,13,23,1800151
9472667,24,14,23,5401073
9476347,24,13,23,1801057
9477147,24,12,23,600403
9478939,24,14,23,5404649
9486491,24,12,23,600995
9490683,24,14,23,5411345
9496667,24,13,23,1804919
9497691,24,14,23,5415341
9498459,24,14,23,5415779
9506043,24,13,23,1806701
9507067,24,14,23,5420687
9508379,24,13,23,1807145
9509147,24,13,23,1807291
9513563,24,14,23,5424391
9514651,24,12,23,602779
9519899,24,14,23,5428003
9521947,24,14,23,5429171
9527131,24,13,23,1810709
9527899,24,13,23,1810855
9527963,24,13,23,1810867
9528923,24,14,23,5433149
9530523,24,14,23,5434061
9534235,24,13,23,1812059
9540699,24,14,23,5439863
9542811,24,11,23,201521
9548027,24,14,23,5444041
9549083,24,13,23,1814881
9549819,24,10,23,67223
9550075,24,14,23,5445209
9551131,24,14,23,5445811
9551387,24,13,23,1815319
9556635,24,14,23,5448949
9557083,24,14,23,5449205
9566459,24,14,23,5454551
9569371,24,13,23,1818737
9570907,24,12,23,606343
9575835,24,14,23,5459897
9577755,24,14,23,5460991
9578747,24,13,23,1820519
9579259,24,14,23,5461849
9579547,24,13,23,1820671
9580059,24,14,23,5462305
9580571,24,14,23,5462597
9592859,24,13,23,1823201
9593115,24,14,23,5469749
9593595,24,13,23,1823341
9598043,24,14,23,5472559
9607419,24,14,23,5477905
9608219,24,14,23,5478361
9608475,24,12,23,608723
9608731,24,14,23,5478653
9613147,24,12,23,609019
9617563,24,14,23,5483689
9621755,24,13,23,1828693
9622811,24,14,23,5486681
9625691,24,13,23,1829441
9628763,24,13,23,1830025
9636603,24,12,23,610505
9639195,24,14,23,5496023
9644443,24,13,23,1833005
9649947,24,13,23,1834051
9650971,24,14,23,5502737
9653787,24,13,23,1834781
9654811,24,14,23,5504927
9659035,24,14,23,5507335
9670491,24,14,23,5513867
9680155,24,14,23,5519377
9681915,24,13,23,1840127
9682939,24,14,23,5520965
9690523,24,12,23,613921
9691291,24,13,23,1841909
9692955,24,12,23,614075
9693947,24,14,23,5527241
9693979,24,14,23,5527259
9695259,24,12,23,614221
9696795,24,13,23,1842955
9699419,24,14,23,5530361
9702043,24,14,23,5531857
9708827,24,14,23,5535725
9711131,24,14,23,5537039
9712731,24,14,23,5537951
9715547,24,13,23,1846519
9716379,24,12,23,615559
9716571,24,14,23,5540141
9718171,24,14,23,5541053
9722107,24,14,23,5543297
9723675,24,14,23,5544191
9724667,24,14,23,5544757
9728091,24,12,23,616301
9732955,24,14,23,5549483
9737243,24,14,23,5551927
9738235,24,13,23,1850831
9739291,24,14,23,5553095
9739547,24,14,23,5553241
9742171,24,9,23,22859
9742427,24,14,23,5554883
9746843,24,12,23,617489
9747611,24,13,23,1852613
9748635,24,14,23,5558423
9751547,24,8,23,7627
9751579,24,12,23,617789
9752347,24,13,23,1853513
9752859,24,14,23,5560831
9754651,24,13,23,1853951
9758299,24,14,23,5563933
9758555,24,11,23,206077
9758811,24,14,23,5564225
9760411,24,14,23,5565137
9765659,24,11,23,206227
9767675,24,14,23,5569279
9768187,24,14,23,5569571
9770523,24,14,23,5570903
9771099,24,13,23,1857077
9774171,24,13,23,1857661
9776283,24,14,23,5574187
9776795,24,14,23,5574479
9781019,24,14,23,5576887
9781531,24,14,23,5577179
9783547,24,13,23,1859443
9785947,24,13,23,1859899
9789083,24,12,23,620165
9789275,24,14,23,5581595
9790299,24,14,23,5582179
9794843,24,14,23,5584769
9796891,24,13,23,1861979
9797659,24,13,23,1862125
9809691,24,14,23,5593235
9810971,24,13,23,1864655
9816155,24,14,23,5596921
9824027,24,14,23,5601409
9825531,24,14,23,5602267
9827867,24,14,23,5603599
9828443,24,14,23,5603927
9830491,24,13,23,1868365
9831515,24,14,23,5605679
9833051,24,14,23,5606555
9833115,24,14,23,5606591
9840891,24,14,23,5611025
9846619,24,14,23,5614291
9848475,24,13,23,1871783
9849243,24,13,23,1871929
9854715,24,12,23,624323
9857115,24,12,23,624475
9859163,24,14,23,5621443
9868059,24,13,23,1875505
9868315,24,14,23,5626661
9870619,24,14,23,5627975
9875291,24,14,23,5630639
9877915,24,14,23,5632135
9882395,24,14,23,5634689
9882651,24,14,23,5634835
9882875,24,12,23,626107
9889371,24,14,23,5638667
9891483,24,13,23,1879957
9896187,24,13,23,1880851
9896987,24,12,23,627001
9898747,24,14,23,5644013
9911035,24,11,23,209297
9911835,24,13,23,1883825
9912603,24,13,23,1883971
9915931,24,14,23,5653811
9916251,24,14,23,5653993
9917019,24,14,23,5654431
9920155,24,14,23,5656219
9924859,24,14,23,5658901
9926939,24,14,23,5660087
9936027,24,13,23,1888423
9936283,24,14,23,5665415
9940763,24,13,23,1889323
9944059,24,14,23,5669849
9945691,24,14,23,5670779
9946971,24,13,23,1890503
9948315,24,14,23,5672275
9948827,24,14,23,5672567
9952667,24,14,23,5674757
9953435,24,14,23,5675195
9954331,24,14,23,5675705
9954587,24,14,23,5675851
9955099,24,14,23,5676143
9956379,24,13,23,1892291
9957403,24,14,23,5677457
9959515,24,13,23,1892887
9962139,24,14,23,5680157
9962651,24,10,23,70129
9968411,24,14,23,5683733
9974363,24,12,23,631903
9976475,24,14,23,5688331
9978523,24,14,23,5689499
9985787,24,14,23,5693641
9988187,24,14,23,5695009
9990235,24,14,23,5696177
9990811,24,12,23,632945
9993883,24,13,23,1899419
9999131,24,14,23,5701249
10000411,24,14,23,5701979
10008987,24,14,23,5706869
10009755,24,14,23,5707307
10012667,24,13,23,1902989
10013467,24,13,23,1903141
10013723,24,14,23,5709569
10014491,24,14,23,5710007
10016795,24,14,23,5711321
10026011,24,9,23,23525
10027259,24,14,23,5717287
10027291,24,14,23,5717305
10033243,24,14,23,5720699
10036891,24,13,23,1907593
10042395,24,11,23,212071
10047323,24,14,23,5728727
10050203,24,13,23,1910123
10051227,24,14,23,5730953
10058011,24,13,23,1911607
10058747,24,12,23,637249
10059035,24,14,23,5735405
10059515,24,13,23,1911893
10060891,24,14,23,5736463
10067355,24,13,23,1913383
10070267,24,14,23,5741809
10071579,24,14,23,5742557
10073115,24,14,23,5743433
10074139,24,14,23,5744017
10076763,24,13,23,1915171
10084603,24,12,23,638887
10084635,24,11,23,212963
10086395,24,14,23,5751005
10093211,24,13,23,1918297
10098459,24,14,23,5757883
10100251,24,13,23,1919635
10107547,24,14,23,5763065
10109083,24,14,23,5763941
10110619,24,14,23,5764817
10114075,24,14,23,5766787
10115067,24,12,23,640817
10115835,24,13,23,1922597
10116859,24,14,23,5768375
10119259,24,14,23,5769743
10121883,24,14,23,5771239
10128155,24,14,23,5774815
10128411,24,13,23,1924987
10128635,24,14,23,5775089
10128667,24,14,23,5775107
10142491,24,13,23,1927663
10142747,24,14,23,5783135
10144507,24,14,23,5784139
10145019,24,14,23,5784431
10151771,24,13,23,1929427
10157307,24,12,23,643493
10157339,24,12,23,643495
10158107,24,13,23,1930631
10158875,24,13,23,1930777
10159131,24,14,23,5792477
10162011,24,11,23,214597
10166683,24,12,23,644087
10167963,24,14,23,5797513
10178651,24,14,23,5803607
10179227,24,13,23,1934645
10185499,24,11,23,215093
10191963,24,14,23,5811197
10197403,24,14,23,5814299
10200091,24,14,23,5815831
10201339,24,14,23,5816543
10202139,24,14,23,5816999
10209115,24,14,23,5820977
10216699,24,13,23,1941767
10217467,24,13,23,1941913
10218523,24,14,23,5826341
10220123,24,14,23,5827253
10229531,24,14,23,5832617
10230811,24,13,23,1944449
10231323,24,14,23,5833639
10235995,24,14,23,5836303
10236507,24,14,23,5836595
10239387,24,10,23,72077
10243867,24,14,23,5840791
10245659,24,13,23,1947271
10246139,24,14,23,5842087
10248283,24,14,23,5843309
10251931,24,13,23,1948463
10252955,24,14,23,5845973
10254747,24,14,23,5846995
10256027,24,14,23,5847725
10259483,24,14,23,5849695
10259707,24,13,23,1949941
10259739,24,13,23,1949947
10260763,24,14,23,5850425
10262619,24,14,23,5851483
10264411,24,13,23,1950835
10265243,24,10,23,72259
10267035,24,14,23,5854001
10267803,24,14,23,5854439
10273051,24,13,23,1952477
10273563,24,14,23,5857723
10273819,24,13,23,1952623
10288379,24,14,23,5866171
10288411,24,14,23,5866189
10288667,24,12,23,651815
10296475,24,13,23,1956929
10297755,24,14,23,5871517
10304251,24,13,23,1958407
10304507,24,14,23,5875367
10312347,24,14,23,5879837
10315547,24,14,23,5881661
10316539,24,14,23,5882227
10317051,24,14,23,5882519
10320891,24,14,23,5884709
10321659,24,14,23,5885147
10330363,24,14,23,5890109
10330875,24,10,23,72721
10330907,24,12,23,654491
10335323,24,14,23,5892937
10344699,24,14,23,5898283
10346011,24,14,23,5899031
10346747,24,14,23,5899451
10351195,24,13,23,1967329
10353307,24,14,23,5903191
10359035,24,12,23,656273
10362107,24,13,23,1969403
10371483,24,13,23,1971185
10373915,24,13,23,1971647
10374171,24,14,23,5915087
10374939,24,14,23,5915525
10375451,24,12,23,657313
10376731,24,14,23,5916547
10377211,24,14,23,5916821
10377979,24,14,23,5917259
10382491,24,11,23,219253
10393691,24,14,23,5926217
10395483,24,14,23,5927239
10398363,24,14,23,5928881
10405115,24,13,23,1977577
10409051,24,13,23,1978325
10411675,24,14,23,5936471
10417435,24,14,23,5939755
10418427,24,13,23,1980107
10418971,24,14,23,5940631
10419451,24,14,23,5940905
10419483,24,14,23,5940923
10419739,24,14,23,5941069
10420251,24,14,23,5941361
10427803,24,13,23,1981889
10428827,24,14,23,5946251
10431771,24,12,23,660881
10434843,24,13,23,1983227
10435579,24,13,23,1983367
10435611,24,13,23,1983373
10438491,24,14,23,5951761
10440347,24,13,23,1984273
10441371,24,14,23,5953403
10453595,24,13,23,1986791
10454619,24,14,23,5960957
10461435,24,13,23,1988281
10461979,24,14,23,5965153
10466395,24,14,23,5967671
10470555,24,14,23,5970043
10475291,24,14,23,5972743
10475771,24,14,23,5973017
10477307,24,14,23,5973893
10477595,24,14,23,5974057
10477851,24,13,23,1991401
10478843,24,14,23,5974769
10490107,24,14,23,5981191
10491163,24,13,23,1993931
10492955,24,14,23,5982815
10496603,24,13,23,1994965
10506779,24,12,23,665633
10508379,24,13,23,1997203
10518299,24,14,23,5997265
10519323,24,13,23,1999283
10523227,24,10,23,74075
10529435,24,13,23,2001205
10532635,24,12,23,667271
10534907,24,12,23,667415
10534939,24,12,23,667417
10536187,24,14,23,6007465
10538843,24,13,23,2002993
10547451,24,13,23,2004629
10548251,24,13,23,2004781
10548507,24,14,23,6014489
10550811,24,14,23,6015803
10555227,24,13,23,2006107
10558619,24,14,23,6020255
10562843,24,14,23,6022663
10563099,24,11,23,223067
10563355,24,14,23,6022955
10565627,24,14,23,6024251
10569563,24,14,23,6026495
10570907,24,13,23,2009087
10571419,24,14,23,6027553
10576923,24,14,23,6030691
10577179,24,12,23,670093
10578715,24,13,23,2010571
10584923,24,13,23,2011751
10585691,24,13,23,2011897
10585755,24,13,23,2011909
10593051,24,14,23,6039887
10600603,24,11,23,223859
10605339,24,10,23,74653
10607611,24,10,23,74669
10610779,24,13,23,2016665
10613403,24,14,23,6051491
10620155,24,13,23,2018447
10621179,24,14,23,6055925
10622971,24,14,23,6056947
10624251,24,14,23,6057677
10627675,24,14,23,6059629
10628763,24,12,23,673361
10633467,24,10,23,74851
10633627,24,14,23,6063023
10634523,24,14,23,6063533
10635259,24,14,23,6063953
10636027,24,14,23,6064391
10636571,24,13,23,2021567
10637595,24,14,23,6065285
10637851,24,14,23,6065431
10649371,24,14,23,6071999
10663707,24,14,23,6080173
10664699,24,13,23,2026913
10665979,24,14,23,6081469
10669915,24,14,23,6083713
10671195,24,14,23,6084443
10673307,24,12,23,676183
10679323,24,14,23,6089077
10680571,24,14,23,6089789
10680603,24,14,23,6089807
10685019,24,12,23,676925
10686107,24,14,23,6092945
10693915,24,14,23,6097397
10696987,24,14,23,6099149
10699355,24,14,23,6100499
10706203,24,9,23,25121
10711579,24,13,23,2035823
10712155,24,14,23,6107797
10715739,24,14,23,6109841
10716827,24,14,23,6110461
10721531,24,14,23,6113143
10722331,24,14,23,6113599
10722587,24,11,23,226435
10727259,24,12,23,679601
10727515,24,14,23,6116555
10736667,24,12,23,680197
10739707,24,13,23,2041169
10746267,24,14,23,6127247
10749723,24,14,23,6129217
10750715,24,11,23,227029
10753307,24,14,23,6131261
10754331,24,14,23,6131845
10756187,24,13,23,2044301
10757211,24,14,23,6133487
10759323,24,13,23,2044897
10759835,24,14,23,6134983
10766587,24,14,23,6138833
10767899,24,13,23,2046527
10768923,24,14,23,6140165
10773083,24,14,23,6142537
10773147,24,14,23,6142573
10773339,24,13,23,2047561
10774939,24,13,23,2047865
10775707,24,13,23,2048011
10779899,24,14,23,6146423
10780699,24,14,23,6146879
10781467,24,14,23,6147317
10787483,24,13,23,2050249
10789275,24,14,23,6151769
10794267,24,14,23,6154615
10794779,24,14,23,6154907
10796027,24,13,23,2051873
10796571,24,14,23,6155929
10797051,24,14,23,6156203
10797083,24,14,23,6156221
10799195,24,13,23,2052475
10804635,24,12,23,684503
10805403,24,13,23,2053655
10808571,24,13,23,2054257
10808603,24,13,23,2054263
10809371,24,12,23,684803
10809595,24,14,23,6163355
10816091,24,14,23,6167059
10822939,24,14,23,6170963
10830491,24,12,23,686141
10833051,24,14,23,6176729
10836763,24,13,23,2059615
10838299,24,13,23,2059907
10838779,24,14,23,6179995
10839323,24,14,23,6180305
10842203,24,11,23,228961
10847067,24,14,23,6184721
10853403,24,14,23,6188333
10858331,24,14,23,6191143
10859163,24,14,23,6191617
10860955,24,11,23,229357
10868763,24,13,23,2065697
10872923,24,14,23,6199463
10873435,24,13,23,2066585
10873947,24,14,23,6200047
10880283,24,14,23,6203659
10882331,24,14,23,6204827
10888283,24,13,23,2069407
10890395,24,14,23,6209425
10890907,24,14,23,6209717
10895131,24,14,23,6212125
10897659,24,13,23,2071189
10898715,24,14,23,6214169
10903195,24,11,23,230249
10904411,24,14,23,6217417
10909467,24,13,23,2073433
10910491,24,14,23,6220883
10911003,24,13,23,2073725
10911771,24,13,23,2073871
10915675,24,13,23,2074613
10918555,24,14,23,6225481
10919067,24,14,23,6225773
10926843,24,14,23,6230207
10930267,24,14,23,6232159
10931291,24,12,23,692527
10935451,24,14,23,6235115
10935707,24,14,23,6235261
10938139,24,14,23,6236647
10939131,24,13,23,2079071
10939163,24,13,23,2079077
10939643,24,14,23,6237505
10939675,24,14,23,6237523
10940443,24,14,23,6237961
10947163,24,14,23,6241793
10947227,24,14,23,6241829
10952475,24,12,23,693869
10953499,24,14,23,6245405
10953979,24,13,23,2081893
10954011,24,13,23,2081899
10956315,24,13,23,2082337
10961563,24,14,23,6250003
10968603,24,14,23,6254017
10968827,24,11,23,231635
10969115,24,14,23,6254309
10973723,24,14,23,6256937
10975899,24,12,23,695353
10978459,24,14,23,6259637
10981627,24,14,23,6261443
10982427,24,14,23,6261899
10982939,24,10,23,77311
10989403,24,14,23,6265877
10990235,24,14,23,6266351
10993819,24,13,23,2089465
10996763,24,14,23,6270073
10996987,24,12,23,696689
10998811,24,14,23,6271241
11001691,24,10,23,77443
11001851,24,14,23,6272975
11001947,24,14,23,6273029
11003483,24,14,23,6273905
11011099,24,12,23,697583
11014171,24,13,23,2093333
11018331,24,14,23,6282371
11020699,24,14,23,6283721
11030043,24,14,23,6289049
11031131,24,14,23,6289669
11037083,24,14,23,6293063
11040539,24,14,23,6295033
11041531,24,12,23,699511
11047579,24,14,23,6299047
11050139,24,13,23,2100169
11054331,24,14,23,6302897
11054363,24,14,23,6302915
11057179,24,13,23,2101507
11066779,24,14,23,6309995
11067547,24,14,23,6310433
11069211,24,14,23,6311381
11070491,24,13,23,2104037
11071515,24,14,23,6312695
11075675,24,14,23,6315067
11078299,24,13,23,2105521
11083547,24,14,23,6319555
11085051,24,14,23,6320413
11088475,24,12,23,702485
11092635,24,14,23,6324737
11093147,24,12,23,702781
11094427,24,14,23,6325759
11100443,24,14,23,6329189
11102299,24,14,23,6330247
11104923,24,11,23,234509
11107995,24,13,23,2111165
11113243,24,14,23,6336487
11113499,24,13,23,2112211
11114491,24,14,23,6337199
11115803,24,13,23,2112649
11116635,24,12,23,704269
11127547,24,13,23,2114881
11127835,24,14,23,6344807
11128059,24,14,23,6344935
11129371,24,14,23,6345683
11130907,24,14,23,6346559
11134555,24,13,23,2116213
11134811,24,14,23,6348785
11135387,24,12,23,705457
11135579,24,14,23,6349223
11136667,24,14,23,6349843
11141371,24,14,23,6352525
11141915,24,14,23,6352835
11142171,24,14,23,6352981
11143163,24,13,23,2117849
11143931,24,13,23,2117995
11146331,24,13,23,2118451
11155227,24,14,23,6360425
11155707,24,13,23,2120233
11157499,24,14,23,6361721
11157787,24,14,23,6361885
11172859,24,12,23,707831
11173147,24,14,23,6370643
11173627,24,13,23,2123639
11176027,24,13,23,2124095
11177819,24,14,23,6373307
11188251,24,14,23,6379255
11193435,24,14,23,6382211
11198715,24,12,23,709469
11199515,24,13,23,2128559
11201275,24,14,23,6386681
11201307,24,14,23,6386699
11214619,24,14,23,6394289
