r,n,s,S,c
1617831,24,14,23,922447
1618791,21,12,20,820439
1619687,24,13,23,307835
1619815,22,12,21,410479
1619879,23,13,22,615743
1620135,22,13,21,1231681
1621351,22,13,21,1232605
1622087,22,12,21,411055
1622855,22,13,21,1233749
1623783,23,13,22,617227
1623911,22,12,21,411517
1624999,22,12,21,411793
1625191,24,13,23,308881
1625319,23,12,22,205937
1625447,22,13,21,1235719
1625767,21,12,20,823975
1626599,22,13,21,1236595
1626855,22,9,21,15269
1626983,21,12,20,824591
1627495,24,13,23,309319
1627751,24,14,23,928103
1628519,24,14,23,928541
1628903,23,11,22,68797
1630695,22,13,21,1239709
1630951,22,11,21,137767
1631047,21,12,20,826651
1631303,21,12,20,826781
1631591,23,13,22,620195
1631975,23,13,22,620341
1633959,21,12,20,828127
1634791,24,14,23,932117
1635047,22,11,21,138113
1637479,23,13,22,622433
1638567,22,12,21,415231
1638887,22,13,21,1245937
1639783,23,13,22,623309
1640167,21,11,20,277091
1640263,22,12,21,415661
1640295,24,14,23,935255
1640615,23,12,22,207875
1641319,24,14,23,935839
1642215,21,10,20,92479
1643239,22,11,21,138805
1643623,22,13,21,1249537
1644711,24,12,23,104197
1645671,23,13,22,625547
1647687,22,13,21,1252627
1648807,23,12,22,208913
1650855,22,12,21,418345
1651527,23,13,22,627773
1652071,22,10,21,46517
1653927,21,12,20,838247
1654119,24,11,23,34931
1654375,22,12,21,419237
1655143,21,9,20,31069
1657159,21,12,20,839885
1657191,21,11,20,279967
1657671,22,13,21,1260217
1658535,23,13,22,630437
1659367,23,12,22,210251
1660071,21,12,20,841361
1660231,22,12,21,420721
1661287,21,10,20,93553
1661607,22,13,21,1263209
1662567,22,12,21,421313
1663303,21,12,20,842999
1663335,21,11,20,281005
1663463,24,12,23,105385
1664327,22,12,21,421759
1665255,24,14,23,949487
1665863,22,13,21,1266445
1667143,23,13,22,633709
1667559,23,12,22,211289
1667911,23,13,22,634001
1668839,22,13,21,1268707
1669031,22,12,21,422951
1669447,24,14,23,951877
1669799,22,13,21,1269437
1669991,24,14,23,952187
1670311,23,13,22,634913
1671239,24,13,23,317633
1671527,21,11,20,282389
1672519,22,12,21,423835
1672679,21,12,20,847751
1673127,22,12,21,423989
1673543,22,13,21,1272283
1673703,22,12,21,424135
1673895,21,9,20,31421
1674055,22,13,21,1272673
1675943,24,13,23,318527
1676455,22,13,21,1274497
1676519,21,12,20,849697
1677031,22,13,21,1274935
1677991,21,11,20,283481
1678055,22,13,21,1275713
1679687,23,13,22,638477
1680103,23,13,22,638635
1681319,22,12,21,426065
1681895,22,12,21,426211
1682087,21,11,20,284173
1682343,21,12,20,852649
1682663,21,12,20,852811
1683111,22,9,21,15797
1683175,23,13,22,639803
1684295,24,14,23,960343
1685863,24,14,23,961237
1686119,24,13,23,320461
1686375,24,14,23,961529
1687143,24,14,23,961967
1687623,21,12,20,855325
1688647,24,14,23,962825
1688679,23,12,22,213965
1689415,23,13,22,642175
1689447,21,12,20,856249
1690279,21,11,20,285557
1690535,21,12,20,856801
1690855,21,12,20,856963
1691303,22,11,21,142865
1691815,23,13,22,643087
1692519,22,12,21,428903
1696583,22,11,21,143311
1696839,23,12,22,214999
1697607,23,13,22,645289
1697639,24,14,23,967951
1698119,24,14,23,968225
1698151,24,14,23,968243
1698631,24,10,23,11957
1698919,24,14,23,968681
1699175,22,13,21,1291769
1699495,22,11,21,143557
1700007,23,13,22,646201
1701095,22,13,21,1293229
1702247,22,13,21,1294105
1702503,24,13,23,323575
1704679,21,12,20,863969
1705191,22,13,21,1296343
1705799,21,11,20,288179
1705895,24,14,23,972659
1708103,22,13,21,1298557
1708199,21,12,20,865753
1709287,22,13,21,1299457
1711271,22,12,21,433655
1711719,21,9,20,32131
1711975,24,13,23,325375
1712999,24,14,23,976709
1713383,22,13,21,1302571
1713767,21,11,20,289525
1714247,24,13,23,325807
1714343,21,12,20,868867
1714503,24,14,23,977567
1715111,22,13,21,1303885
1716391,21,12,20,869905
1716967,21,12,20,870197
1717575,23,13,22,652879
1717863,21,10,20,96739
1718119,22,13,21,1306171
1718183,24,13,23,326555
1718951,24,13,23,326701
1719463,22,12,21,435731
1719911,21,11,20,290563
1720647,22,12,21,436031
1721255,22,7,21,1795
1721575,22,13,21,1308799
1721735,21,4,20,133
1722215,22,13,21,1309285
1722695,23,12,22,218275
1723495,23,13,22,655129
1723719,22,13,21,1310429
1723751,21,12,20,873635
1724487,22,13,21,1311013
1725095,22,13,21,1311475
1725767,21,12,20,874657
1725799,21,12,20,874673
1727079,22,10,21,48629
1727591,24,13,23,328343
1728103,21,11,20,291947
1728359,24,13,23,328489
1728839,22,12,21,438107
1728871,24,14,23,985759
1729255,22,13,21,1314637
1729383,24,14,23,986051
1729863,21,12,20,876733
1729895,21,12,20,876749
1730471,21,9,20,32483
1730631,24,13,23,328921
1731687,23,13,22,658243
1732519,22,13,21,1317119
1733095,21,12,20,878371
1733287,22,13,21,1317703
1733351,22,13,21,1317751
1733735,22,13,21,1318043
1733991,21,12,20,878825
1734503,22,13,21,1318627
1734567,21,11,20,293039
1736039,21,12,20,879863
1736871,22,13,21,1320427
1737831,22,13,21,1321157
1738055,21,12,20,880885
1738663,21,11,20,293731
1739111,23,12,22,220355
1739239,21,12,20,881485
1739623,22,13,21,1322519
1740007,22,9,21,16331
1740647,24,14,23,992473
1741927,24,14,23,993203
1742183,24,14,23,993349
1742695,24,14,23,993641
1743015,23,13,22,662549
1744967,24,14,23,994937
1745255,22,12,21,442267
1745991,22,13,21,1327361
1746023,22,13,21,1327385
1746151,23,10,22,24583
1746855,21,11,20,295115
1747111,24,13,23,332053
1747431,21,12,20,885637
1747623,24,14,23,996451
1747879,24,11,23,36911
1748135,24,14,23,996743
1748199,22,11,21,147671
1751207,23,13,22,665663
1751719,22,12,21,443905
1751911,22,13,21,1331861
1752423,23,13,22,666125
1753159,23,11,22,74045
1754183,22,13,21,1333589
1754215,21,12,20,889075
1754983,24,11,23,37061
1755207,22,10,21,49421
1755367,21,10,20,98851
1756007,21,10,20,98887
1756391,22,11,21,148363
1757511,24,14,23,1002089
1757863,23,12,22,222731
1758055,21,11,20,297007
1758535,22,13,21,1336897
1758823,24,13,23,334279
1758951,22,13,21,1337213
1759399,23,13,22,668777
1760423,24,13,23,334583
1761767,23,13,22,669677
1762375,21,11,20,297737
1762631,22,13,21,1340011
1764007,22,12,21,447019
1764519,23,13,22,670723
1765095,24,13,23,335471
1765863,24,13,23,335617
1766119,24,14,23,1006997
1766727,22,13,21,1343125
1767751,22,13,21,1343903
1768551,22,13,21,1344511
1769799,24,13,23,336365
1769959,23,13,22,672791
1771111,24,14,23,1009843
1771239,22,13,21,1346555
1771623,24,14,23,1010135
1771847,22,13,21,1347017
1772007,22,13,21,1347139
1772871,24,13,23,336949
1773223,21,12,20,898709
1773895,23,13,22,674287
1774695,23,13,22,674591
1774759,22,13,21,1349231
1775527,22,13,21,1349815
1775783,24,14,23,1012507
1776295,24,14,23,1012799
1776743,22,13,21,1350739
1778151,23,13,22,675905
1779879,22,11,21,150347
1780039,22,13,21,1353245
1780071,22,13,21,1353269
1780903,21,10,20,100289
1781671,23,13,22,677243
1782503,23,12,22,225853
1782951,22,13,21,1355459
1783975,22,10,21,50231
1784135,24,14,23,1017269
1784167,22,13,21,1356383
1784935,22,13,21,1356967
1784999,21,11,20,301559
1787207,23,9,22,8387
1788007,24,14,23,1019477
1788231,21,11,20,302105
1788263,22,13,21,1359497
1789607,22,13,21,1360519
1789863,23,13,22,680357
1790279,21,10,20,100817
1791079,23,13,22,680819
1791143,21,11,20,302597
1793383,22,12,21,454463
1794375,21,11,20,303143
1794535,24,14,23,1023199
1794919,22,13,21,1364557
1795399,23,11,22,75829
1795687,22,12,21,455047
1796199,23,13,22,682765
1796327,24,13,23,341407
1796455,21,12,20,910483
1796583,23,9,22,8431
1796967,23,13,22,683057
1798631,22,11,21,151931
1799015,24,14,23,1025753
1799527,24,12,23,114005
1801063,24,13,23,342307
1801575,22,12,21,456539
1801831,24,12,23,114151
1802087,23,13,22,685003
1802343,22,13,21,1370201
1802599,24,13,23,342599
1802727,22,10,21,50759
1803591,23,11,22,76175
1804135,22,13,21,1371563
1804647,21,12,20,914635
1804775,23,11,22,76225
1806439,21,8,20,11303
1808103,24,13,23,343645
1808295,23,12,22,229121
1809063,23,13,22,687655
1809511,23,10,22,25475
1810791,21,12,20,917749
1811943,21,10,20,102037
1812583,21,10,20,102073
1812967,23,11,22,76571
1814247,22,13,21,1379251
1814439,22,12,21,459799
1815367,24,14,23,1035077
1817191,24,14,23,1036117
1817319,23,13,22,690793
1818727,21,10,20,102419
1819751,22,11,21,153715
1820391,23,13,22,691961
1820583,24,12,23,115339
1821351,24,13,23,346163
1821415,24,13,23,346175
1822375,24,14,23,1039073
1823975,21,12,20,924431
1825511,23,13,22,693907
1826663,21,12,20,925793
1827559,22,13,21,1389371
1827687,24,12,23,115789
1828583,23,13,22,695075
1829191,24,13,23,347653
1829543,21,12,20,927253
1829735,22,12,21,463675
1829799,21,12,20,927383
1830119,21,12,20,927545
1831655,22,13,21,1392485
1833319,23,13,22,696875
1833831,22,12,21,464713
1834727,24,8,23,1435
1836871,22,13,21,1396451
1837799,21,10,20,103493
1837927,22,12,21,465751
1838759,23,12,22,232981
1839847,22,13,21,1398713
1839975,23,12,22,233135
1840359,23,13,22,699551
1840455,22,13,21,1399175
1840743,23,13,22,699697
1840871,22,10,21,51833
1842535,24,13,23,350189
1843047,24,14,23,1050859
1844839,24,13,23,350627
1845319,24,14,23,1052155
1845351,24,14,23,1052173
1846183,23,13,22,701765
1846503,22,13,21,1403773
1846599,24,14,23,1052885
1847015,23,10,22,26003
1848039,21,11,20,312209
1850023,22,13,21,1406449
1850983,22,13,21,1407179
1851239,22,13,21,1407373
1852903,22,13,21,1408639
1853031,21,12,20,939157
1853287,23,13,22,704465
1853543,22,13,21,1409125
1855655,21,12,20,940487
1857639,22,13,21,1412239
1857863,22,12,21,470803
1858727,23,12,22,235511
1859175,22,13,21,1413407
1859943,24,14,23,1060493
1861223,21,12,20,943309
1861799,21,12,20,943601
1861959,22,12,21,471841
1862823,24,12,23,118015
1864359,24,13,23,354337
1865031,21,12,20,945239
1865063,21,11,20,315085
1865639,22,13,21,1418321
1865831,22,13,21,1418467
1866055,22,12,21,472879
1866087,22,10,21,52543
1866407,22,13,21,1418905
1867111,21,11,20,315431
1867367,21,12,20,946423
1868103,23,12,22,236699
1869159,21,10,20,105259
1869735,22,13,21,1421435
1870183,22,11,21,157975
1871175,21,12,20,948353
1871719,24,14,23,1067207
1872039,23,13,22,711593
1872199,24,12,23,118609
1874663,22,13,21,1425181
1876327,23,11,22,79247
1876711,23,13,22,713369
1877319,21,12,20,951467
1877927,22,13,21,1427663
1878183,22,13,21,1427857
1878247,23,13,22,713953
1878695,24,14,23,1071185
1878759,22,13,21,1428295
1880551,21,12,20,953105
1880903,22,13,21,1429925
1880935,22,13,21,1429949
1881319,22,12,21,476747
1881831,24,14,23,1072973
1883239,21,12,20,954467
1884903,23,13,22,716483
1886023,23,13,22,716909
1886119,21,12,20,955927
1886311,24,12,23,119503
1886535,24,14,23,1075655
1886695,21,12,20,956219
1887047,24,13,23,358649
1887591,24,14,23,1076257
1887911,22,13,21,1435253
1889127,22,13,21,1436177
1889511,22,12,21,478823
1889607,23,13,22,718271
1889895,22,13,21,1436761
1890407,23,12,22,239525
1891143,21,8,20,11833
1891431,21,12,20,958619
1893191,22,13,21,1439267
1893447,23,13,22,719731
1894215,23,13,22,720023
1895079,23,11,22,80039
1895335,22,12,21,480299
1895655,24,12,23,120095
1896103,22,13,21,1441481
1896935,22,13,21,1442113
1897127,22,10,21,53417
1897287,21,10,20,106843
1897319,21,12,20,961603
1900647,22,12,21,481645
1901671,24,14,23,1084285
1902183,24,14,23,1084577
1903431,21,10,20,107189
1903463,21,12,20,964717
1904295,21,11,20,321713
1904807,24,14,23,1086073
1905511,21,12,20,965755
1906599,24,13,23,362365
1906855,24,14,23,1087241
1908839,22,12,21,483721
1911527,23,12,22,242201
1912743,22,13,21,1454131
1914599,21,12,20,970361
1915495,22,13,21,1456223
1916071,22,13,21,1456661
1917095,22,12,21,485813
1918695,21,12,20,972437
1919143,24,12,23,121583
1919303,23,13,22,729559
1919591,21,8,20,12011
1919719,23,12,22,243239
1920935,22,13,21,1460359
1921191,22,12,21,486851
1922215,24,13,23,365333
1922791,21,12,20,974513
1922983,24,13,23,365479
1924263,21,12,20,975259
1925447,22,13,21,1463789
1925607,24,14,23,1097933
1925991,23,13,22,732101
1926759,23,11,22,81377
1927399,22,13,21,1465273
1928039,22,13,21,1465759
1928359,21,12,20,977335
1928935,21,12,20,977627
1929127,22,13,21,1466587
1930343,24,14,23,1100633
1930599,24,14,23,1100779
1931111,24,14,23,1101071
1931591,21,12,20,978973
1931879,21,10,20,108791
1932135,22,13,21,1468873
1932903,22,11,21,163273
1933383,24,14,23,1102367
1933639,21,12,20,980011
1934567,23,13,22,735361
1934823,22,13,21,1470917
1936231,22,13,21,1471987
1936551,21,12,20,981487
1937127,21,12,20,981779
1937735,21,12,20,982087
1937895,24,12,23,122771
1938087,24,14,23,1105049
1938663,24,13,23,368459
1939175,24,14,23,1105669
1940327,22,13,21,1475101
1940839,23,12,22,245915
1942343,23,13,22,738317
1942599,22,13,21,1476829
1942855,22,12,21,492341
1943399,24,13,23,369359
1943623,22,13,21,1477607
1943911,21,12,20,985217
1944807,22,13,21,1478507
1945927,21,12,20,986239
1946983,22,12,21,493387
1947495,23,13,22,740275
1947719,21,8,20,12187
1947879,23,8,22,3047
1948007,21,12,20,987293
1948519,22,13,21,1481329
1949767,23,13,22,741139
1950535,23,13,22,741431
1950791,22,13,21,1483057
1950951,21,10,20,109865
1951655,22,11,21,164857
1952231,22,12,21,494717
1952679,24,13,23,371123
1952999,22,13,21,1484735
1953703,23,10,22,27505
1953863,21,10,20,110029
1955047,21,11,20,330287
1956199,21,12,20,991445
1956967,22,12,21,495917
1958759,24,14,23,1116835
1960007,21,10,20,110375
1960039,21,12,20,993391
1960263,22,13,21,1490257
1960295,22,13,21,1490281
1960871,21,11,20,331271
1961127,23,13,22,745457
1961191,21,11,20,331325
1963879,21,10,20,110593
1964359,22,13,21,1493371
1965223,24,13,23,373507
1966183,21,12,20,996505
1966247,23,13,22,747403
1966823,24,13,23,373811
1967847,24,14,23,1122017
1968295,22,13,21,1496363
1968999,23,11,22,83161
1970503,23,13,22,749021
1971015,22,12,21,499477
1971047,22,11,21,166495
1971367,22,13,21,1498699
1972391,22,13,21,1499477
1973095,24,10,23,13889
1974375,21,12,20,1000657
1974599,24,13,23,375289
1975111,22,12,21,500515
1976487,22,13,21,1502591
1976647,22,13,21,1502713
1978535,24,13,23,376037
1979111,23,13,22,752293
1979207,22,12,21,501553
1979559,22,13,21,1504927
1980327,24,14,23,1129133
1983719,24,14,23,1131067
1983975,24,13,23,377071
1984327,21,12,20,1005701
1984615,23,13,22,754385
1985255,21,12,20,1006171
1985351,23,12,22,251555
1985703,22,9,21,18637
1985895,22,13,21,1509743
1986727,21,11,20,335639
1987047,22,13,21,1510619
1987911,24,13,23,377819
1987943,24,13,23,377825
1988711,24,13,23,377971
1988775,21,10,20,111995
1989735,24,14,23,1134497
1989799,22,11,21,168079
1991143,22,13,21,1513733
1992007,23,13,22,757195
1992039,23,13,22,757207
1992807,23,13,22,757499
1992871,21,11,20,336677
1993543,23,12,22,252593
1993895,22,11,21,168425
1994471,22,12,21,505421
1994823,22,13,21,1516531
1995079,22,9,21,18725
1995239,22,13,21,1516847
1995431,24,14,23,1137745
1996007,24,14,23,1138073
1997127,23,11,22,84349
1998183,22,13,21,1519085
1998919,22,13,21,1519645
1998951,22,13,21,1519669
1999175,22,11,21,168871
2000199,23,13,22,760309
2000487,21,12,20,1013891
2000743,22,13,21,1521031
2001383,23,13,22,760759
2002087,22,11,21,169117
2002279,21,12,20,1014799
2002663,22,12,21,507497
2003015,24,14,23,1142069
2003271,22,11,21,169217
2004071,22,13,21,1523561
2004327,21,12,20,1015837
2004455,22,8,21,6271
2004583,21,12,20,1015967
2004839,22,13,21,1524145
2005095,24,13,23,381085
2005735,23,13,22,762413
2006375,21,12,20,1016875
2007111,22,13,21,1525873
2007527,21,10,20,113051
2007783,22,13,21,1526383
2008391,21,11,20,339299
2009575,23,13,22,763873
2009831,24,13,23,381985
2010439,21,10,20,113215
2011463,22,11,21,169909
2011623,21,11,20,339845
2012519,21,12,20,1019989
2012775,21,12,20,1020119
2013543,23,12,22,255127
2013799,22,12,21,510319
2013927,23,13,22,765527
2015975,22,13,21,1532611
2016359,22,13,21,1532903
2016743,22,10,21,56785
2016871,24,13,23,383323
2017383,24,14,23,1150261
2017767,21,11,20,340883
2019479,23,3,22,13
2020455,21,10,20,113779
2021735,23,12,22,256165
2021991,22,12,21,512395
2022119,23,13,22,768641
2022503,21,11,20,341683
2024167,22,13,21,1538839
2025575,22,11,21,171101
2026727,24,14,23,1155589
2027239,24,14,23,1155881
2027591,23,12,22,256907
2027687,22,13,21,1541515
2028263,22,13,21,1541953
2028775,23,12,22,257057
2029671,22,10,21,57149
2031687,24,12,23,128713
2031719,24,11,23,42905
2033479,24,14,23,1159439
2035367,23,13,22,773677
2035783,23,12,22,257945
2035879,24,14,23,1160807
2036455,22,13,21,1548181
2037063,22,13,21,1548643
2037671,24,14,23,1161829
2038503,24,14,23,1162303
2038951,23,13,22,775039
2040903,21,12,20,1034375
2041063,24,12,23,129307
2041191,22,13,21,1551781
2041927,22,12,21,517447
2042087,21,12,20,1034975
2044743,21,12,20,1036321
2044775,21,12,20,1036337
2045255,22,13,21,1554871
2045799,24,12,23,129607
2046279,22,13,21,1555649
2047079,24,14,23,1167193
2047335,24,13,23,389113
2047591,24,14,23,1167485
2048327,23,13,22,778603
2048743,23,10,22,28843
2050119,22,12,21,519523
2050215,24,14,23,1168981
2050279,21,12,20,1039127
2050791,22,11,21,173231
2050887,21,12,20,1039435
2050919,21,12,20,1039451
2051399,23,13,22,779771
2051815,21,9,20,38515
2053863,21,11,20,346981
2057959,21,10,20,115891
2058599,22,13,21,1565015
2059079,21,12,20,1043587
2059367,22,13,21,1565599
2060007,21,11,20,348019
2060455,23,12,22,261071
2061159,22,13,21,1566961
2061415,24,13,23,391789
2061671,24,14,23,1175513
2063527,21,12,20,1045841
2063975,24,14,23,1176827
2064551,24,12,23,130795
2064743,24,14,23,1177265
2065511,23,13,22,785135
2066023,22,12,21,523553
2066343,24,14,23,1178177
2066599,22,12,21,523699
2066791,22,13,21,1571243
2068199,21,11,20,349403
2068967,24,14,23,1179673
2069319,22,13,21,1573165
2069671,21,12,20,1048955
2070119,22,12,21,524591
2070695,22,12,21,524737
2070887,21,9,20,38873
2071911,22,11,21,175015
2072903,21,12,20,1050593
2072935,23,13,22,787957
2073415,22,13,21,1576279
2073703,23,13,22,788249
2073959,24,10,23,14599
2074983,21,11,20,350549
2075815,21,12,20,1052069
2077511,22,13,21,1579393
2078055,23,11,22,87767
2078311,22,12,21,526667
2078887,22,12,21,526813
2079079,21,11,20,351241
2079335,21,12,20,1053853
2079399,24,13,23,395207
2081607,22,13,21,1582507
2082727,24,14,23,1187519
2083495,24,14,23,1187957
2084519,22,13,21,1584721
2085191,21,12,20,1056821
2085351,22,12,21,528451
2085543,22,13,21,1585499
2086119,22,13,21,1585937
2087271,21,11,20,352625
2087527,21,12,20,1058005
2088103,22,13,21,1587445
2088807,24,13,23,396995
2089447,22,12,21,529489
2089639,21,8,20,13075
2089799,22,13,21,1588735
2089831,24,14,23,1191569
2089959,21,6,20,1453
2091687,23,13,22,795085
2091943,22,13,21,1590365
2092135,23,12,22,265085
2092199,22,13,21,1590559
2092711,22,13,21,1590949
2094183,22,12,21,530689
2094311,21,12,20,1061443
2095783,21,10,20,118021
2095847,24,13,23,398333
2097479,22,13,21,1594573
2097639,22,12,21,531565
2098279,22,12,21,531727
2098919,24,13,23,398917
2101575,22,13,21,1597687
2102375,22,12,21,532765
2103143,24,14,23,1199159
2104423,24,12,23,133321
2106215,23,12,22,266869
2106983,24,14,23,1201349
2107623,22,12,21,534095
2108231,22,9,21,19787
2108263,22,12,21,534257
2111207,24,14,23,1203757
2112103,22,13,21,1605691
2114375,23,10,22,29767
2115047,24,14,23,1205947
2115175,23,13,22,804013
2115815,22,12,21,536171
2115943,23,13,22,804305
2116423,22,11,21,178775
2116455,22,12,21,536333
2117479,24,14,23,1207333
2117799,22,13,21,1610021
2118247,22,7,21,2209
2119783,24,14,23,1208647
2121063,23,13,22,806251
2121895,24,14,23,1209851
2122087,22,13,21,1613281
2123367,23,13,22,807127
2123879,22,13,21,1614643
2123943,24,13,23,403673
2124615,22,11,21,179467
2124967,24,14,23,1211603
2125735,24,14,23,1212041
2127079,24,13,23,404269
2127175,22,13,21,1617149
2129511,22,13,21,1618925
2129991,23,13,22,809645
2130023,23,13,22,809657
2130279,22,13,21,1619509
2131175,23,13,22,810095
2131815,24,13,23,405169
2133319,24,13,23,405455
2134087,24,13,23,405601
2134343,24,14,23,1216949
2135783,22,12,21,541231
2135911,23,13,22,811895
2135975,22,13,21,1623839
2136679,23,9,22,10027
2136743,22,13,21,1624423
2138183,23,13,22,812759
2139463,22,13,21,1626491
2140231,22,13,21,1627075
2140839,22,13,21,1627537
2140903,24,14,23,1220689
2141095,24,13,23,406933
2141351,23,12,22,271321
2141415,22,13,21,1627975
2141927,24,12,23,135697
2142119,23,13,22,814255
2142695,24,13,23,407237
2144103,23,13,22,815009
2144871,23,11,22,90589
2144999,22,13,21,1630699
2145383,22,13,21,1630991
2146151,24,14,23,1223681
2146375,23,13,22,815873
2148199,24,13,23,408283
2148263,22,13,21,1633181
2148455,24,14,23,1224995
2148711,22,12,21,544507
2148839,22,13,21,1633619
2149031,22,13,21,1633765
2149095,22,13,21,1633813
2149607,22,13,21,1634203
2150727,23,12,22,272509
2153063,23,11,22,90935
2153575,22,13,21,1637219
2155367,22,13,21,1638581
2155751,22,9,21,20233
2157415,23,13,22,820069
2157799,24,14,23,1230323
2159463,22,13,21,1641695
2159847,22,11,21,182443
2160999,22,12,21,547621
2161511,24,13,23,410813
2162759,24,14,23,1233151
2162855,23,13,22,822137
2163943,22,11,21,182789
2164551,24,13,23,411391
2164807,23,9,22,10159
2164839,23,12,22,274297
2164903,22,13,21,1645831
2165607,23,13,22,823183
2166119,22,13,21,1646755
2166855,22,11,21,183035
2167655,22,13,21,1647923
2167975,24,14,23,1236125
2168999,22,13,21,1648945
2169511,23,12,22,274889
2170215,22,13,21,1649869
2170951,22,10,21,61127
2172135,22,11,21,183481
2172391,24,12,23,137627
2172519,22,13,21,1651621
2172999,23,11,22,91777
2173031,23,12,22,275335
2173095,22,13,21,1652059
2176103,24,14,23,1240759
2176327,24,13,23,413629
2176871,22,11,21,183881
2177383,24,14,23,1241489
2177703,23,12,22,275927
2178663,24,13,23,414073
2179175,22,12,21,552227
2180839,23,13,22,828973
2181191,23,11,22,92123
2181287,24,14,23,1243715
2182471,22,13,21,1659187
2183655,22,13,21,1660087
2183847,22,12,21,553411
2184359,24,14,23,1245467
2184935,24,13,23,415265
2185543,23,13,22,830761
2186407,22,13,21,1662179
2187751,22,13,21,1663201
2188615,23,13,22,831929
2189639,24,13,23,416159
2190439,24,13,23,416311
2190503,22,13,21,1665293
2191079,22,13,21,1665731
2191847,22,13,21,1666315
2192039,22,12,21,555487
2192487,22,13,21,1666801
2193319,23,13,22,833717
2193575,24,9,23,5147
2193735,23,13,22,833875
2195623,22,11,21,185465
2195783,22,13,21,1669307
2196199,22,12,21,556541
2196583,22,13,21,1669915
2196807,23,13,22,835043
2197415,24,13,23,417637
2197671,23,11,22,92819
2197991,23,13,22,835493
2198247,24,12,23,139265
2198695,22,13,21,1671521
2199271,22,13,21,1671959
2199879,22,13,21,1672421
2200039,24,14,23,1254407
2200679,22,13,21,1673029
2200807,24,14,23,1254845
2202951,24,8,23,1723
2204775,22,13,21,1676143
2205287,24,12,23,139711
2206055,24,13,23,419279
2206183,23,13,22,838607
2208071,22,13,21,1678649
2208583,23,13,22,839519
2208999,23,13,22,839677
2209095,22,10,21,62201
2209959,24,11,23,46669
2210151,23,13,22,840115
2211431,22,12,21,560401
2212327,24,9,23,5191
2212967,22,13,21,1682371
2213991,22,13,21,1683149
2214727,22,13,21,1683709
2214823,24,14,23,1262837
2215239,23,10,22,31187
2215271,23,12,22,280687
2216423,23,11,22,93611
2216807,23,13,22,842645
2217319,22,12,21,561893
2217575,23,12,22,280979
2218087,22,13,21,1686263
2218343,23,13,22,843229
2220391,24,14,23,1266011
2221127,22,13,21,1688575
2221415,22,12,21,562931
2221927,23,13,22,844591
2222183,22,13,21,1689377
2226087,22,12,21,564115
2228711,24,11,23,47065
2228967,24,14,23,1270901
2229607,22,12,21,565007
2229991,22,13,21,1695313
2230183,22,12,21,565153
2233447,24,11,23,47165
2234279,22,12,21,566191
2235495,22,11,21,188833
2235559,23,13,22,849773
2236519,24,13,23,425069
2237543,23,10,22,31501
2239143,24,14,23,1276703
2239207,22,13,21,1702319
2240423,24,12,23,141937
2240679,24,14,23,1277579
2241703,24,14,23,1278163
2242279,24,14,23,1278491
2242887,22,13,21,1705117
2243751,23,13,22,852887
2244935,23,13,22,853337
2245479,22,12,21,569029
2246471,23,13,22,853921
2246823,22,13,21,1708109
2246983,22,13,21,1708231
2247015,22,13,21,1708255
2247399,22,13,21,1708547
2249543,22,12,21,570059
2249575,22,12,21,570067
2249895,22,13,21,1710445
2250055,24,14,23,1282925
2250087,24,14,23,1282943
2253127,23,13,22,856451
2253159,23,13,22,856463
2253671,22,12,21,571105
2255079,23,12,22,285731
2255591,24,14,23,1286081
2257735,22,12,21,572135
2258151,22,13,21,1716721
2259815,23,12,22,286331
2261351,23,13,22,859577
2261863,24,14,23,1289657
2262247,22,13,21,1719835
2262631,22,13,21,1720127
2262887,24,14,23,1290241
2263399,22,13,21,1720711
2263879,24,12,23,143423
2264423,22,13,21,1721489
2265159,22,13,21,1722049
2265575,22,13,21,1722365
2266471,23,13,22,861523
2266727,22,13,21,1723241
2266855,23,11,22,95741
2267815,24,13,23,431017
2268007,23,12,22,287369
2268519,22,13,21,1724603
2269543,23,13,22,862691
2271079,22,13,21,1726549
2271911,23,13,22,863591
2272999,22,11,21,192001
2274663,23,13,22,864637
2274919,22,13,21,1729469
2275175,22,13,21,1729663
2279751,23,12,22,288857
2280103,23,13,22,866705
2281639,24,14,23,1300933
2282151,22,13,21,1734967
2286311,24,14,23,1303597
2287943,23,12,22,289895
2288295,23,13,22,869819
2292071,24,11,23,48403
2292327,22,12,21,580901
2293831,24,14,23,1307885
2293927,22,13,21,1743919
2294119,22,10,21,64595
2295623,22,13,21,1745209
2295975,24,13,23,436369
2300071,23,13,22,874295
2302791,23,13,22,875329
2303047,22,13,21,1750853
2303207,24,14,23,1313231
2303463,24,14,23,1313377
2303591,23,13,22,875633
2304231,22,13,21,1751753
2305383,24,13,23,438157
2306119,24,12,23,146099
2306727,23,9,22,10825
2306791,22,13,21,1753699
2306887,24,13,23,438443
2306919,24,13,23,438449
2307399,24,14,23,1315621
2307943,24,14,23,1315931
2308775,22,11,21,195023
2309735,22,13,21,1755937
2310311,24,14,23,1317281
2311399,23,12,22,292867
2311655,22,12,21,585799
2312295,22,12,21,585961
2312423,22,13,21,1757981
2312871,22,10,21,65123
2313031,22,13,21,1758443
2313063,22,13,21,1758467
2314087,22,12,21,586415
2314727,24,13,23,439933
2314919,23,11,22,97771
2316103,23,8,22,3623
2316135,23,12,22,293467
2316391,22,12,21,586999
2317671,23,13,22,880985
2317927,22,13,21,1762165
2318183,22,12,21,587453
2318823,23,13,22,881423
